date,tweet,user
2020-01-10 20:57:20+00:00,stupid power went out my phone at 23%,Jayzav61_
2020-01-10 20:45:57+00:00,"10.01 Power went out in the middle of the night cutting off my #CPAP machine. Woke up choking trying to suck air into my lungs. Tried sleeping, woke up, machine is beeping. Service Required 120717-05410 Health insurance is gone. Warranty is over. Guess I'll just die. ",WantsCarnitas
2020-01-10 20:40:55+00:00,I remember we went to the lounge on 21st the first week i came out here that was the first time i met Asia. She had 4 bad girls following her around im like how does this little dyke have all this power. Like who is this girl lol Asia cold bro that’s my bro !,MountOlympus420
2020-01-10 20:40:32+00:00,The extent of my activity today.... power just went out like right after I got this selfie okay guess I’ll stop watching Hilda and read or try to nap or smth. ,waryfalcon
2020-08-28 23:19:35+00:00,"Action-packed gameplay, an original cinematic story, and iconic Super Heroes. Marvel's Avengers is available now on PS4, Xbox One, PC, and Stadia!",PlayAvengers
2020-01-10 20:36:37+00:00,I just lost a game of @SMITEGame because my power went out ,Yung_Hanzo
2020-01-10 19:47:08+00:00,my power went out and the only thing emitting light in my room is my sans plush's eye ,rosalinairl
2020-01-10 19:40:01+00:00,So the power went out as I was taking a shower and my restroom has no window so it was pitch black ,Christian_sexy7
2020-01-10 19:37:59+00:00,"There was an explosion sound and then all our power went out and my ass thinks oh shit, the war has begun.",lostinana
2020-01-10 19:23:05+00:00,"i was in the bathroom when the lights all shut off and i immediately flashed back to the time i played bloody mary when i was a kid and nothing happened so in my mind, this was it, she's here. i froze and waited for my inevitable death. turns out my power just went out lmao.",RestlessGhoste
2020-01-10 19:08:03+00:00,Hopefully you didn't have to rebook it for like 3 months down the road. My power went out like an hour ago from the snow and my house is freezing :(,QuanCNguyennn
2020-01-10 18:56:29+00:00,Hmm. My power just went out. I hope my computer isn't damaged. I'll keep y'all posted about whether or not this affects today's stream.,MystaCrystal
2020-01-10 18:51:47+00:00,I'm glad I got a hot exclusive session in before my power went out.. I'm offline until the power comes back on.. I'll let you know when I'm back,Blumynx1
2020-01-10 18:49:00+00:00,Yes my school dismissed us early cause power went out the whole morning LMAOO,Z3STlE
2020-01-10 18:40:02+00:00,Soooo the power just went out for a split second which is like whatever but it’s the last thing you want when you work at a production house lmaooooo hoping my editor saves early and often as good ole Jim Hurguy used to preach,gabbypedrozaa
2020-01-10 18:06:44+00:00,"Aife is giving me problems. Just yesterday she threw a tantrum because she could not scale my bedroom wall. Today, the power went out and she threw a fit because she could not see. Appreciating the trouble she is... https://www.facebook.com/comfortvmk/posts/1586626588152826",eba254
2020-01-10 17:59:53+00:00,"I'm about the same age as you, @TexasDom1 and can confirm. My mom NEVER went out without being dressed, coifed and made-up. A very feminine, very *powerful* woman. She *knew* how to wield the power of her femininity. When women abandoned femininity, they abandoned their power. ",JackHeald5
2020-01-10 17:51:04+00:00,The power just went out at my job lol,HiAmNeb
2020-01-10 17:43:45+00:00,Fuck man I think the power supply in my PC went out again,Ryulaa_
2020-01-10 17:43:37+00:00,Aaayyyyy power just went out at my job lls #happyfriday,wrongnstrong
2020-01-10 17:38:18+00:00,OMG... my computer just turned off and i lost all of my pixel art i was working on today ............. and the power just went out again... i'm PRAYING it's not my computer and it's just the areas power having a hiccup,kikicruor
2020-01-10 17:29:34+00:00,"Managed to charge my phone to 90%. Power came for te night but went out again, more earthquakes esp to Ponce, Guayanilla, and Guanica. Now really strong winds, knocked down my outside chicken cage. Luckily none of them was in there, they are outside. #TemblorPuertoRico",xStarDragonsx
2020-01-10 17:27:48+00:00,Wow the power went out at my house and my phone is on 4%,simplydebbs
2020-01-10 17:22:23+00:00,Let me guess.scene set Cut to tumbleweed across Bond street Lighting set Cut to scene lighting cuts out cos of Brexit power cuts Cut to scene..thousands stood in qué for McDonald's Cut to scene Young person looks in travel agent window with speech bumble says my nan went 2 France,Pheonix55883062
2020-01-10 17:22:20+00:00,"Well fuck me sideways and call me Jessie, the power went out at work mid report and I’m pretty sure I lost all my progress. Granted my weekend starts now but like I still need that report. ",TinoSwift13
2020-09-04 21:22:03+00:00,"Action-packed gameplay, an original cinematic story, and iconic Super Heroes. Marvel's Avengers is available now on PS4, Xbox One, PC, and Stadia!",PlayAvengers
2020-01-10 17:22:11+00:00,"The power went out at school for like 30 seconds and someone in my class said ""tornado time"" cheerfully I love Texas sometimes",effervescentBHC
2020-01-10 17:19:33+00:00,"The power went off last night, which resulted in learning the smoke detector batteries needed to be changed. It took over an hour to figure out which detector was causing the racket (basically all of them). The end result? My ears hurt more than usual. #MildredAdults #earprobs",MildredChristi
2020-01-10 17:16:41+00:00,Power went out for an hour so I tried to heat up my pizza with a flow,ClayBorrellBot
2020-01-10 17:13:59+00:00,i thought my power went out when i blinked,aolanigu
2020-01-10 17:05:01+00:00,Okay so this isn't my proudest drawing but I drew it when the power went out and it was dark and I didn't know what I was doing lol. Anyways Dowoon best boi stan Day6. @Dw_day6_drummer @day6official,soft_gguk_
2020-01-10 16:14:50+00:00,"I went to McDonald's at 4am to get some food, and watched a car crash happened while on my way. I didnt think much of it until I got home and everything was pitch black. Turns out the car hit a powerline connected to my vicinity and now I havent had power in 4 hours.",Kelsciferr
2020-01-10 16:08:28+00:00,Went to the orthodontist today to find out I’m on the 24 month plan instead of the 18 then they gave me a power chain &amp; side rubber bands my teeth wasn’t like this before ,GorgeousFaceDes
2020-01-10 15:30:27+00:00,"What a crazy fucking night last night. An Ebay item sold as my power went out, and the dude paid for it like 3 minutes after he won it. Thank goodness, that makes me happy. I'm going to ship it out today and drool over the money I got.",TheStolken
2020-01-10 15:27:51+00:00,Power went out 2 hours ago Snow during night Then I heard the sirens Many of them Close by Think car accident They: Driving too fast? DUI? It got cold fast inside I Lit a candle for my window Pray for peace to someone Out there Hurting now Thankful power should Be restored soon,Katherenfog
2020-01-10 15:12:14+00:00,"I'm safe, I just went back to sleep afterwards. Apparently it was a planned power outage, and my dad knew but didn't tell out family.",Venom_Girl_13
2020-01-10 14:57:54+00:00,I was dealing with hurricane season round that time an my power went out ,CYoungin97
2020-01-10 14:27:47+00:00,"I have several of these boxes, and I pull cables out to reuse all the damned time. My neighbor had a printer she never used and said my kids could have it, but she didn't have the power cord. No problem; I've got at least one. HDMI cable went bad. No problem; I've got one.",Hurricane_Six
2020-01-10 14:21:15+00:00,Prepping for a “polar vortex” history talk led me to look up the Des Moines Ice Storm of 1990. The @DMRegister said people would remember where they were this day. And I sure do; power went out in my school mid-day. When it came back on I saw Back To the Future 2 at Billy Joe’s. ,adamselzer
2020-01-10 13:57:27+00:00,Power went out in my neighborhood in Toa Alta for the first time since late Tuesday night. Seems that electricity will be going on and off for many households for a LONG while in Puerto Rico.,BColPiz
2020-01-10 12:34:54+00:00,Our power went out so it's extra dark and sleep inducing in my room. This is criminally unfair.,paigesquared
2020-01-10 12:30:50+00:00,Sorry if anyone got notified for my stream to find I wasn't live... Power went out about 5mins...,Jay_Claxxon
2020-01-10 12:29:07+00:00,"Power went out for my whole street, looks like multiple suburbs affected. So uh, stream cancelled, sorry. Can't really help that one.",SaltyParis
2020-01-10 12:25:00+00:00,My advice for the day is don’t dick around in the morning just get up and get ready. Because I infact wasted a lot of time and the power went out when I was in the shower ,stoneysun97
2020-01-10 12:20:55+00:00,I CANNOT STREAM SHADOW COS THE POWER WENT OUT IN THE WHOLE SIDE OF MY STREET. I CAN’T EVEN DRIVE TO MY FRIENDS HOUSE COS MY CAR IS STUCK IN THE GARAGE WHAT THE SHIIIIIG I AM SITTING IN THE DARK RIGHT NKW,AureliaOT7
2020-01-10 11:27:49+00:00,power went out in the middle of trying to finish my quizlet ,PLANTMlLK
2020-09-04 21:22:03+00:00,"Action-packed gameplay, an original cinematic story, and iconic Super Heroes. Marvel's Avengers is available now on PS4, Xbox One, PC, and Stadia!",PlayAvengers
2020-01-10 11:18:27+00:00,The globe in my bedroom ceiling light went out a few days ago and I haven't replaced it. So I guess you could say I'm doing my bit for the environment by cutting down on power usage.,jcthom14
2020-01-10 11:16:30+00:00,the power just went out at my school,shyyabby
2020-01-10 09:18:06+00:00,"Welp my aspirations have been crushed bc the power to my neighborhood went out randomly, time to shower in the dark and go pass out",rettenjox
2020-01-10 09:03:55+00:00,Shit the power went out in my whole neighborhood,Ruben_Hern23
2020-01-10 08:59:56+00:00,"Just got my delay repay confirmed for 15-30 minutes.... Have you guys really recorded that for the train involved. We didn’t get into Redhill until near 11, then the power went out after all the smoke came out. I got to London Bridge nearly 3 hours late..........:..",ears_ers
2020-01-10 08:54:53+00:00,My power went out and now I’m gonna be up all night,neversayerika
2020-01-10 08:51:08+00:00,my power went out but it’s 3am so no one noticed. uhh,tinieyuqi
2020-01-10 08:49:54+00:00,oh my fucking god the power went out again and there was another small earthquake please it’s almost 5am,hwangcultist
2020-01-10 07:29:05+00:00,Power went out only in my room .. I ain’t no bitch but pray for me y’all,SwadeDaAce
2020-01-10 07:26:02+00:00,"the power went out earlier today while i was sleeping, my cpap turning off woke me up.. went to hook up my battery backup system at which point i found that the new cpap i got last year has a different power plug on it vs the last two machines from the same company ",sixregrets
2020-01-10 05:50:12+00:00,Third time my power!/ went out in the last days it literally can’t handle 2 heaters being plugged in,comet_melting
2020-01-10 05:18:34+00:00,My power went out and I was too scared lol,DomoLaTrese
2020-01-10 04:59:48+00:00,Chile. All of the power at my apartment complex went out twice tonight. ,HoodSocialism
2020-01-10 04:51:13+00:00,just got home from my second viewing of parasite and my power went out bc of high winds just being reminded more and more how i hate being home right before i go back to school,crutchies
2020-01-10 04:08:43+00:00,My whole block power went out. ,_xEnvyMaya
2020-01-10 04:03:01+00:00,My power just went out :[,disastertowncos
2020-01-10 03:43:36+00:00,That happened on my flight a month ago... I’m trying to remember where I was flying. I remember being up front and almost losing it because someone wanted to leave the plane because the power went out. Also sorry about your back pain! (Listening to Miles to Memories now.),PackYrPixieDust
2020-01-10 03:19:37+00:00,"The power brick simply died on my @Dell laptop because the power went out. Really weird. Luckily, I have a friend that works at the PC shop, and he hooked me up with a replacement, so now my Dell is all good for next week's gig to play some tunes. YAY \o/",gormagion
2020-01-10 03:12:55+00:00,"#PuertoRico went dark after the earthquake. The epicenter was about 40 miles south of my home, near one of the main power plants. Because of that, power went out 10 seconds before the quake was felt at home. See everything going dark but those sustained with @Tesla’s #PowerWall.",tecnocato
2020-01-10 03:06:02+00:00,Hey Prez my power went out...you got the final score by any chance?,jimshorts93
2020-09-04 21:22:03+00:00,"Action-packed gameplay, an original cinematic story, and iconic Super Heroes. Marvel's Avengers is available now on PS4, Xbox One, PC, and Stadia!",PlayAvengers
2020-01-10 02:31:33+00:00,Nah fr she was annoyed when my other teachers said I was a good student and instructed me to take a 4 week summer writing class but the power went out so it was just two ,TheLadyyyJ
2020-01-10 02:18:34+00:00,"I think Mark Levin explained it on his show today. In that I was in California, my power went out for 3 hours, and I didn't hear his show. I think the unconstitutional basis of the underlying law.",BirdingTrip
2020-01-10 01:55:54+00:00,"My power just went out, this could suck it's supposed to get cold tonight",DueckRandall
2020-01-10 01:53:01+00:00,Uh.. that's bad. Power went out and moments later a Siren went flying passed my place. Someone might've struck a pole.,Sparkle_Don
2020-01-10 01:50:10+00:00,My power just went out ,KingBombDeath
2020-01-10 01:11:25+00:00,Power went out so i guess I’ll occupy my time by smoking all my weed,Cine3hunna
2020-01-10 01:02:59+00:00,i must have slight ptsd or something bc the power just went out some minutes ago and my heart started beating so fast just waiting for the worst but thankfully it came back,kimIiners
2020-01-10 00:43:38+00:00,I was drawing on my tablet and my power went out ,Kochokachow
2020-01-10 00:43:23+00:00,This severe weather should be *awesome* since my power already went out. (it's back.),AynW
2020-01-10 00:07:30+00:00,Lucky I got not just the urge to crap but a feeling I should unplug. With the power went out it fluctuated more than once which would have fried my phone since I plugged directly into the wall.,DenebolaPhoto
2020-01-09 23:31:59+00:00,Somebody complained about my talk because the power went out in the first row and that's somehow my fault ,jasonbock
2020-01-09 23:10:33+00:00,I'm still bitter because I can't believe my power went out 12 minutes before the #ShadowComebackTrailer dropped and I had to wait more than 4 hours to watch it!!! @BTS_twt,WorldMeetsJo
2020-01-09 22:48:50+00:00,"ICYMI, my Full Moon Newsletter went out early this morning. As the full moon peaks tomorrow afternoon in the US, tonight is better suited to full moon magick as the moon will still be waxing (growing in power) whereas it will be waning (decreasing in power) tomorrow night. ",LadyAlthaea
2020-01-09 22:36:59+00:00,I was in the middle of watching Cadet Kelly and my power went out. What am I supposed to do now? Sit here and wallow in my self deprecating thoughts and succumb to my depression that I’ve been fighting so hard against? ok cool plan,ClassierTrash
2020-01-09 22:32:51+00:00,I was messaging with a friend on my computer and my houses power suddenly went out which means my WiFi is out which means the website won't come up in my phone yeehaw,dianxiaspring
2020-01-09 22:30:52+00:00,"I shit you not, on that day while watching the morning announcements in class the tv went out and was just static. A kid in my class pulled a picture of Jesus out of his backpack and held it up to the tv and yelled “the power of Christ compels you!”",xomikaylanicole
2020-01-09 22:28:45+00:00,YO THE POWER OF MY WHOLE CITY JUST WENT OUT WTH,orangevqnilla
2020-01-09 22:19:17+00:00,the power went out and i just realized my phone wasn't charging all along. why me @uYesuKrestu ? :(,Lnugelo_n
2020-01-09 22:17:51+00:00,"@ShortsKingJoel and I carefully planned a 3-hour time slot into my schedule of pumping, eating, sleeping, and visiting Lucas so he could take me to see Rise of Skywalker (we had tickets earlier but then I was in the hospital.) Power went out right at the climax of the movie ",the4thjallen
2020-01-09 22:05:55+00:00,"So after 4 hours and 5 minutes of streaming my power suddenly went out. Might be back on might not, who knows",GeekGamerInc
2020-09-04 21:22:03+00:00,"Action-packed gameplay, an original cinematic story, and iconic Super Heroes. Marvel's Avengers is available now on PS4, Xbox One, PC, and Stadia!",PlayAvengers
2020-01-09 21:14:54+00:00,Yo during the night of new year 45m after new year my power went out and I don’t think that’s a very good sign,MaNamesKash
2020-01-09 21:11:53+00:00,"I live 40 miles outside of Chicago and the power went out, it is not weather related it is 45ﾟ and cloudy and the 1st thing I thought of was Iran. This better not become my new normal. ",jwjwtw1997
2020-01-09 21:01:57+00:00,"The power just went out while my 2 min noodles were cooking , Eskom you have an enemy ",Oooniiikaaa
2020-01-09 20:58:03+00:00,"That looks scary. Glad you were able to do it. I wouldn't be able to in my power chair. It's happened to me before, but fortunately, after asking the driver to turn the bus off and start it up again a few times, it went out just far enough to reach the pavement.",HH23tt
2020-01-09 20:52:12+00:00,More people than ever refused to listen to the senior president reacts to what Conocco and how first interstate strategic banks had the phillip morris guy on the ropes thorough out my tenure because he knew which businesses had staying power and which ones went up in smoke.,LarsHano
2020-01-09 20:49:36+00:00,"That’s not good enough. Optico Fiber just went down on the island. My entire work is predicated on internet connection, meaning I cannot go there while the power is out. You need to refund the ticket.",Kenjamesmyers
2020-01-09 20:39:27+00:00,"No, the instructor had no sympathy that my power steering went out mid test.",Kroguardious
2020-01-09 20:38:02+00:00,btw that was sarcasm my fucking power went out for the THIRD FUCKING TIME in the past 2 hours I don't wanna drive but I'm fucking out of here I'm gonna kill someone or myself idk,luvedbackwards
2020-01-09 20:36:54+00:00,the power went out for an hour and my brother and I were losing our shit coz everything we relied on needed electricity and were a bunch of dumbfucks,jbeatrizzy
2020-01-09 20:19:07+00:00,The power went out at my job &amp; my manager let everyone leave early now the powers back on and she has no employees lmaooo not downs to go in,cchelseaaa123
2020-01-09 20:05:44+00:00,I literally had the godlike foresight to save this right before my power went out ,MagicalGirlCarl
2020-01-09 19:55:04+00:00,So my power went out.... but on the bright side my JSchlatt Youtooz came in.,AltRtist
2020-01-09 19:50:45+00:00,"Hey ! whos active? sorry i had a power out then went on holidays, next code drop for 150 as promised will happen in ""@12hours"" be ready! no promos untill then, only my followers get the chance at a code, so that means **Like this post** NO RETWEETS! NO COMMENTS! Good Luck ! ",FortExclusives
2020-01-09 19:44:10+00:00,targets power just went out for like a minute and i immediately said to my coworker i hope this means we can close and go home,celeestefaaith
2020-01-09 19:39:36+00:00,"....I had my clothes all layed out and prepared to go to work, then the power went out and I couldn't find them...",50unique
2020-01-09 19:39:23+00:00,"Something compelled me to work on this new WIP draft in gdocs, which I never do. The power went out TWICE this week at work and all my stuff was saved each time. Thanks for being kind to me 2020.",ststerlings
2020-01-09 19:34:58+00:00,I've been to 3 black psychologists & I've walked out of all my sessions with them feeling judged &amp; ridiculed. The last one I went to tried everything in her power invalidate my feelings. It was as if she'd never read a psych book in her life &amp; got her qualifications through Yahoo ,ForeverTahj
2020-01-09 19:29:01+00:00,"Spent four hours tonight at a tiny little Ugandan pool bar At one point, power went out, which happens all the time, but I brought my speaker lol. #mzungu (white man) saves the day with reggae beats!! Two guys lit… https://www.instagram.com/p/B7HFPMFHyLA/?igshid=114kolxq8hdqs",imjonjoncanada
2020-01-09 19:24:14+00:00,We had battery back ups on out DTV system. They beeped over and over again for hours after the power went out. I was out of town and my husband was at work. He had no idea there was no power at the house. Beeps bug her now. Power going out causes panic attacks.,MzHokie
2020-01-09 19:19:24+00:00,"@OmariHardwick Happy Happy Birthday Omari, always will be known to me as Ghost. I'm praying you are not really, really dead. You were and always will be POWER. I'm totally devastated you went out that way. Keeping my fingers crossed. #TeamGhost",javontreamybaby
2020-09-04 21:22:03+00:00,"Action-packed gameplay, an original cinematic story, and iconic Super Heroes. Marvel's Avengers is available now on PS4, Xbox One, PC, and Stadia!",PlayAvengers
2020-01-09 19:15:31+00:00,Came bought tires then the power went out just my luck,iRockBoots12
2020-01-09 18:27:01+00:00,Aight my power went out so streaming break,a_chillstan
2020-01-09 18:06:01+00:00,the power went out and he couldn’t text me bc i dont have service here so he decided to flood my phone with random texts ,juhshell
2020-01-09 18:03:47+00:00,"Came on around 11 o’clock late night, which I found that out the hard way. I turned my bedside lamp on out of habit when I went to bed and it decided to wake me up when the power came back on.",stefi_brown
2020-01-09 18:03:04+00:00,I was 13 and home alone and took a shower but got soap in my eye. unknown to me atm the power also went out so when I opened my eyes everything was black and I started freaking out. just a lil brown naked boy in the corner of the shower thinking he went blind praying to Allah ,iamshobuz
2020-01-09 17:43:41+00:00,"So the power went out for like 4 hours last night and since there was literally nothing else to do except sit in the dark, I finally talked to someone about All Of The Feelings re: my health and my life right now... And guess what? It helped! 1/",HeyTwistedSis
2020-01-09 16:55:37+00:00,ah my power went out,SoLongGayYeon
2020-01-09 16:34:10+00:00,Power went out for an hour so I tried to heat up my pizza with a flow,ClayBorrellBot
2020-01-09 16:33:06+00:00,"Power went out briefly twice during my morning #SPSA2020 panel, but the presenters had already finished. I drew on my disaster experience and just kept talking.",smotus
2020-01-09 16:07:02+00:00,The power went out at my work and I know they’re really struggling but I would kill for eggs Benedict rn,Eiree_
2020-01-09 16:02:16+00:00,9F outside and my power just went out :( ,1slappyjack1
2020-01-09 15:13:24+00:00,The power went out at my school lmao,nichebin
2020-01-09 15:05:01+00:00,My power went out again! I can't watch the comeback trailer!! @BTS_twt,WorldMeetsJo
2020-01-09 14:59:48+00:00,The power went out this morning so I’m putting on my makeup by the light of my iPad and it’s super fun,christinadunnn
2020-01-09 14:59:39+00:00,I THINK MY POWER JSUT WENT OUT ETF WTF ETF ETF I HATE THIS NO NO,ah_gguk
2020-01-09 14:44:33+00:00,Our power went out &amp; I had to make sure my IPL payment went through a couple weeks ago I got scared,CandiCoatedHigh
2020-01-09 13:42:31+00:00,"I was know as the 'power ranger kid'. That wasn't a bad thing, I would watch toku on my laptop at school, people would laugh, and I would continue watching it because I enjoyed it. They went nowhere, and I've made a career out of my love for these shows (more on this soon) ",SquallCharlson
2020-01-09 13:38:00+00:00,Power went out at my job ,cats4lunch92_
2020-01-09 12:53:46+00:00,"Reading The Power of Habit and Last Night I noticed My Screen time Say 7 hrs and Out that close to 5hrs on Twitter,So i did the Appropriate and Decided Imma deactivate Twitter....well that went ....This shit is up there with Nicotine. Twitter is addictive. Maybe Kabambe will help",MKH_Mo
2020-01-09 12:52:32+00:00,tell me why my power just went out (I’m tweeting using data) 2 hours before comeback?? I think someone’s against me ,vantekkul
2020-09-04 21:22:03+00:00,"Action-packed gameplay, an original cinematic story, and iconic Super Heroes. Marvel's Avengers is available now on PS4, Xbox One, PC, and Stadia!",PlayAvengers
2020-01-09 12:25:25+00:00,"engine power died first hint was annoying morning lights went out in my seat only. i said “thank you” out loud. then at next stop, the heat &amp; rest of the lights went out and silence was creepy like Poseidon Adventure ... so i played this song to empty car but me",ruthless48
2020-01-09 10:47:34+00:00,So I wake up after taking like a 4-hour nap and my PC was restarted so I assumed our power just went out for a bit butttt turns out my hard drive where I store literally everything is dead very cool :) I don't have the money to replace it either so unfortunate :))),austinjgaudet
2020-01-09 10:41:12+00:00,"oh wow the power just went out and im standing here on our rooftop. the scene, the moon was truly beautiful i feel like wei wuxian waiting for lwj to scold me (actually my mom's gonna scold me hsjsjs)",_BICHEN
2020-01-09 10:37:32+00:00,I turned on my computer and tripped the power. Went to the fuse box but it turns out the whole state is down. Sorry y'all.,timkinnane
2020-01-09 10:02:15+00:00,And ... my power just went out. ,snscott141
2020-01-09 10:00:21+00:00,my power went out,caaambaam
2020-01-09 09:56:55+00:00,The power went out at my house ,Nscanlan74
2020-01-09 09:30:33+00:00,"The hashtag #لبنان_ينطفي - ""#Lebanon switches off"" is trending this morning in #Beirut as widespread power cuts hit the country (as an example, my electricity went out five times yesterday)",lcmporter
2020-01-09 08:33:32+00:00,if be quiet if i couLD FUCKIN PLAY COD BUT MY POWER WENT OUT???!??,jjenchiladass
2020-01-09 08:11:44+00:00,What so happy my power just went out again,rayale26
2020-01-09 08:01:44+00:00,"Could I get my 3,500 points back I put out a song request right before your power went out",JMLK72
2020-01-09 07:46:42+00:00,oh no my power went out guess i cant do any more work how tragic,ughhhnikki
2020-01-09 05:30:48+00:00,"Family was staying in 40 story, 5-star hotel in Paris and the power went out one day. Had to evacuate the whole building. Found out later it was bc my mom plugged in her American hair curler into the outlet of our room. ",tiffany_ty_win
2020-01-09 04:53:14+00:00,Will never forget the time when I was like 5 or 6 and the power went out while I was in the middle of pulling a whinnie the pooh sweatshirt over my head and I already hated it so I started freaking out even more because then it was extra dark,duh_til_oh
2020-01-09 04:24:37+00:00,Im at the movies watching the Grudge with my gf and the power went out for the 2nd time. Shiiiit what’s good ,heyokevo
2020-01-09 04:09:48+00:00,"This is a crazy night streaming and my power went out few hours ago, it's crazy!! But i'm back online and ready for some action. http://mixer.com/Blackkn1ght",Blvkkn1ght
2020-01-09 03:55:56+00:00,"So my power went out mid-stream and I am so sad, I wasn’t ready to end. Talk about unfortunate.",makmans98
2020-01-09 03:55:22+00:00,"The power went out during a family party when my parents announced that my mom was pregnant with me. When I was born, the power went out again... in three states... ",PanguloPrince
2020-01-09 03:48:16+00:00,Somebody went out of their way to DM me about their hatred of my new profile pic That's such a big power move I am scared,Ank572
2020-01-09 03:43:54+00:00,The scariest moment of my life was when I was hangin with couple of my niggas and the power went out it’s pitch black and we’re black so we’re basically fuckin invisible and we can’t see each other,MyNiggaLandry
2020-08-18 19:48:57+00:00,How can you build stronger business continuity through fresh insights? Check out our guide:,Workday
2020-01-09 03:40:01+00:00,Power went out on my block! That’s one way to end a stream :( I’ll be back live on Friday everyone!,AnEvilCanOfWD40
2020-01-09 03:38:49+00:00,yo my power just went out and i stg everything just went void black and i had the biggest panic attack WHAT THW FUCK LMFAOOOOO,mothbaby_
2020-01-09 03:22:29+00:00,"I was trying to mount DIY floating shelves to one of the ""studs"" in my wall when suddenly the power went out. Turns out the stud finder considers electrical wiring a stud. Hows YOUR night going? ",CoachBouzas
2020-01-09 03:10:10+00:00,"One day my brother and I were watching TV in our living room and a car crashed full speed right next to the door, flipped over, and blew up the transformer and the whole neighborhood's power went out ",MechaVX
2020-01-09 02:51:29+00:00,ayooooo my WHOLE city power just went out and I'm about to pray like I've never prayed before ,_classicxo
2020-01-09 02:49:12+00:00,"//My house’s power just went out, Well Hecc.",ChonkyFireBoi
2020-01-09 02:34:52+00:00,Damn my power just went out briefly ,StepBHatin
2020-01-09 02:29:20+00:00,My power just went out in the middle of my cumshow xD,IvyRoseSaltyInc
2020-01-09 01:56:22+00:00,The power just went out at my place some minutes ago and the I heard a loud ZAP and a bunch of car alarms. Nice.,GrandMetaCross
2020-01-09 01:31:28+00:00,"Ok So today some strange old white man toco mi puerta, y obioooo no le abri. But then he went to the side &amp; CUT MY DAM POWER ??? I got the glock out and almost shot this foo!!! Then I saw an SRP truck outside SMH. These hoes need to CALL b4 don’t they kno I don’t trust any 1 ?",salinamujerista
2020-01-09 01:19:40+00:00,My dag on tv went out while i was playing my ps4 like the tv just went black.. My game is fine just need a new tv now the power button just blinks when i try to turn it on.. #timeforanewtv ,YoungCoviel
2020-01-09 00:59:45+00:00,The power in my street just went completely out. Everything looks apocalyptic and it’s fucking freezing. My phone is at 20% and I was listening to my fine line vinyl and everything went pitch black. Help.,valisnotclam
2020-01-09 00:43:49+00:00,Playing a video game and not saving. I once was playing Persona 3 on the ps2 and I was grinding out the side quest/power leveling for maybe 2-3 hours. My boyfriends dog stepped on the power cable and there went my save file. .-.,JellyByHeart
2020-01-09 00:41:59+00:00,Tried to upload shaving my bush to my manyvids... And the power went out... Yay for winter ,DiviniaTempest
