date,tweet,user
2020-03-10 15:00:26+00:00,Power went out at my door.,MNW_eBooks
2020-03-10 14:54:57+00:00,fff most happenin reset night ever: had to redo e7n again cause of loot and then I heard a loud sound and the power went out for the row of houses opposite mine; my lights also flickered and boss was like 38%? So stressful trying to concentrate and hope our electricity stays omfg,bufoodyne
2020-03-10 14:54:57+00:00,"Power just went out at my job . Yep , it’s a sign we are not even supposed to be here",JustbeingBETHH
2020-03-10 14:32:01+00:00,The power went out on my block.. ,ohdamarisee
2020-03-10 13:40:24+00:00,Ffs man my power just went out,tayloswiz
2020-03-10 13:27:01+00:00,My power went out but it’s back up for my 7 viewers,ABigBeanBag
2020-03-10 12:31:55+00:00,My favorite Gayle episode is when my power went out and I had to read a book by candlelight. #BobsBurgers,nickmoran4
2020-03-10 12:22:11+00:00,Funny story. I was starting to get ready for my final job interview and the moment I switched on the iron @KElectricPk decide to play spoil sport and mood and the power went out. Kaise kar letay hain aap log aise? ,pukhtoon_power
2020-03-10 11:29:58+00:00,So the power went off overnight and my phone ran out of charge meaning my alarm couldn't go off and I missed my two lectures,Mo_fxxx
2020-03-10 11:22:26+00:00,The power went out and it's hot as fuck my boobs are sweating a river of their own that's tmi I'm sorry but it's HOT,OWildeLarry
2020-03-10 11:10:27+00:00,"omg the power went out at school moments after i saved my 500 word document, like it shut down right before my eyes thank god i saved that shit ",bluesideffects
2020-03-10 10:34:58+00:00,It was cuz my power went out I guess it happened to my whole street,Liv_Builds
2020-03-10 10:14:17+00:00,I was so far in my #CNC Red Alert 3 when the power went out @CityPowerJhb I was more upset when my pc shut down cause of load shedding than fighting so hard to set up my base!,Spanners21
2020-03-10 10:09:24+00:00,"I’ve had a whopping 3 people ask me where my #XFL power rankings went. My answer to them was that the league had me in the Walls of Jericho for almost 5 weeks straight, but I tapped out with 2 seconds left. RIP power rankings.",zingernews
2020-03-10 09:47:22+00:00,"i lost my stylus, my dad screamed at me, and the power went out for the third time. this day is great :"")",DolphinSilly
2020-03-10 07:04:58+00:00,The fact that my power went out is ghetto,LilLanae01
2020-07-21 01:55:17+00:00,Get away from it all...,FarandWidecom
2020-03-10 06:11:13+00:00,Power went out about 4hours ago and I decided that it was my chance to pull out my DSi XL like the old times and not even 15 minutes went by and the power blinded me,GlossyStaci
2020-03-10 04:43:47+00:00,My power went out so— it literally just came back on when I started this tweet,sillytimex3
2020-03-10 04:28:56+00:00,Storm hasn’t even started yet & my whole blocks power just went out at the grocery store buying as many candles as I can.,missashnycole
2020-03-10 04:21:49+00:00,My power went out &amp; I hate the dark ,paolavanessa__
2020-03-10 04:17:34+00:00,So the power went out @my house and with everyone actin like doomsday fuckin preppers around here..it’s kinda scary ,acrybbycancer
2020-03-10 03:51:56+00:00,The power went out in my dorm building and I’m not sure what to do now,http_cassondra
2020-03-10 03:50:21+00:00,My power just went out and the wifi won't come back ,ser6ph
2020-03-10 03:47:04+00:00,Power went out through my whole neighborhood roughhh ,_mortyyy
2020-03-10 03:41:03+00:00,i was painting taeyong on paint tool sai and after two hours of work the power went out at my house without me saving the drawing ,myunggho
2020-03-10 03:38:17+00:00,Can someone pls bring me a portable charger to my job on 152nd? The power went out and my phone on 37% and there’s tiktoks I need to make .,Subtweetg0d
2020-03-10 03:35:25+00:00,Finally finished the prompt before my iPad died since the power went out This print was given by @charlyclements but I forgot about the silver hair #cuteart #funwithfaces #art #artistsoninstagram #artwork… https://www.instagram.com/p/B9icmThgZJT/?igshid=b75xoag5ceaj,akinscy
2020-03-10 03:26:43+00:00,"My power went out briefly today, so really it was a prudent decision to not get around to changing the clocks yesterday",involuntaryorng
2020-03-10 03:26:04+00:00,My power went out and I was live for like 3 hours. Awesome.,chill3k
2020-03-10 03:23:28+00:00,I only got like 2 eps in bc my power went out lmao ,sapphicibuki
2020-03-10 03:20:50+00:00,"I’m rewatching Good Omens ep2 Aziraphale called Adam’s house “Sorry, right number!” He hung up And instantly my power went out",katherine1753
2020-03-10 03:15:06+00:00,Annnnnnnd my power went out. Fantastic,L_Moening
2020-03-10 03:05:10+00:00,"While the power was out I rlly went into the pitch black bathrooms at my job (which r very deep and very big for some reason) like a complete psycho ,,,",bweadcheekies
2020-03-10 03:04:06+00:00,"Remember when we had that really bad hail storm and the power went out and my mom was like “what is this, Iraq?” ",SumerianQueen_
2020-03-10 02:28:48+00:00,"Today my power went out right as I was putting spinach banana flax muffins in my oven, so if that’s not a sign I should stop trying to bake healthy things I don’t know what is.",sabinhelen
2020-03-10 02:27:13+00:00,@stephenpuetz That time our power went out but we had all sorts of flashlights and candles because of my corona panic buying. ,DianaPuetzSD
2020-09-04 21:22:03+00:00,"Action-packed gameplay, an original cinematic story, and iconic Super Heroes. Marvel's Avengers is available now on PS4, Xbox One, PC, and Stadia!",PlayAvengers
2020-03-10 02:13:40+00:00,the power just went out at my house and i have a paper to write ,petitetaint
2020-03-10 02:08:03+00:00,my upper body strength has grown tremendously since my power steering went out ,dudebabii
2020-03-10 01:51:24+00:00,"Power just went out, sorry for my stream just ending like that guys",ImWakeful
2020-03-10 01:21:56+00:00,Power just went out ay my apartment and it feels like apocalypse has begun...,Louisb04
2020-03-10 00:44:40+00:00,so my power just went out :),thesabrinangela
2020-03-10 00:41:35+00:00,Who ever just went to aromas and has a power stroke and felt the need to stomp on it in the drive thru and leaving out of the parking lot thanks for waking my kids up you asshole! have some respect!,ashley_bowden17
2020-03-10 00:40:51+00:00,"So I'd been seeing some Duke Energy trucks on my street for about fifteen minutes before I got this text. Thirty seconds later the power went out. What the heck is going on, @DukeEnergy?",jason0x21
2020-03-10 00:27:32+00:00,One time this arrogant ass manager kicked me out of the club because he was on a power trip so I quit and went to Mile High and after my shift at MH I went back by Dolls to see the house mom to get a dress and manager had NO GIRLS and BEGGED me to come back. Made $300 on stage ,htxmomma
2020-03-10 00:21:13+00:00,Oh man! I couldn’t answer the trivia question for Mandi because my power went out for a sec and I lost out on 1500 points! #TheVoice,king_rkin279
2020-03-10 00:18:44+00:00,This blows! My power went out and in the process F my computer. I now have the BootMGR problem. Now I have to find a disk drive and a cd for windows 10 so I can reload my computer,jraviles310
2020-03-09 23:57:55+00:00,Our power just went out in the building at my job &amp; I yelled Coronavirus is here ! ,xoxohnonicoleee
2020-03-09 23:56:21+00:00,the power just went out in my house lmao,flrtsookai
2020-03-09 23:52:38+00:00,"I was so confused the first time I went into my Safeway and they had this once I asked the cashier it made sense, I thought the power was out at first though",czerwinskier
2020-03-09 23:37:21+00:00,my power just went out again this is fuckin great,rascallylad
2020-03-09 23:30:07+00:00,Has anyone appreciated plumbing today? Cause my power went out this morning around 3 and yet I could still take a hot shower. Definitely a fan.,ImmaBioloG
2020-03-09 23:10:47+00:00,"So little story time. This weekend I went to see my girlfriend and her friend and we all worked on trying to fix my pc. We ended up getting a new case and a new power supply. We took everything out of the case and cleaned it up. This took a little while, after this happened",aced_x
2020-03-09 23:02:57+00:00,"Yea actually I typed out 60/40 then erased it and went 55/45. So that was my first instinct also. If Ortega gets ahold of him it could be a quick night for Ortega but if TKZ can stay at range use the teep to keep separation, he could piece him up and he has more KO power than Max",csylltt
2020-03-09 22:51:15+00:00,in 6th grade another 6th grade girl overdosed on some type of pill and like in 7th grade i’m pretty sure someone got stabbed? once in 10th grade the power went out during a pep rally and my school INSISTED the show go on and the moved us us to this auditorium next to our school,curlyaphrodiite
2020-03-09 22:42:54+00:00,"The power went out so, we decided to embrace my style of Dad Adventurer.",RoboToasterDong
2020-03-09 22:32:53+00:00,my power went out and my phone is about to die ,aariannnaaa
2020-09-04 21:22:03+00:00,"Action-packed gameplay, an original cinematic story, and iconic Super Heroes. Marvel's Avengers is available now on PS4, Xbox One, PC, and Stadia!",PlayAvengers
2020-03-09 21:46:10+00:00,Power went out corrupting my file and now is unrecoverable. Josh is sick. My niece is also sick and we are on our way to the hospital. Piano lessons are cancelled and I’ll probably end up finishing everything by 2 or 3 am! ,JuliDG
2020-03-09 21:31:44+00:00,I watched it on DVD and my baby player's power went out just after she got dragged into the cupboard. I couldn't tell if the black screen was part of the show or not. Wandered my unlit house carrying the player and looking for a charge cord.,AnnLarimer
2020-03-09 21:31:35+00:00,btw itzy went off i love the dance especially?? i have to listen to it more times but i think out of the three this is my least favorite ? it’s still pretty good tho i love the power,SIGHYOO
2020-03-09 21:14:25+00:00,My power just went out in my entire appartment complex but hey I made tea before it went out so that's a plus,cloroxbottle
2020-03-09 20:59:26+00:00,"When they get to the basement, he freezes""Uhh...Oof the power went out a week ago and my phone flashlight is malfunctioning, but the processor is in there..."" He points to a dark closet/room. ""Do you have flashlight vision or anything?"" He sets Sheldon on a table",VulpixSays
2020-03-09 20:33:32+00:00,"Ayo, the power went out while I was getting my cavities filled at the dentist and my tooth is still open right now check ",AlyssaWilson111
2020-03-09 20:19:28+00:00,Our power went out. Daughter: It's OK everyone! My Kindle still lights up! Anyone who wants to play Balloon Pop can use my Kindle! #KidQuotes,MrRoyko
2020-03-09 20:03:54+00:00,IM LAUGHING KSKKSKSKS AFTER MY POWER WENT OUT,Starrydabz
2020-03-09 19:52:54+00:00,"Welp at least I care about my animals... The power went out and the only reason I noticed is the hum of my fishtank filters stopped and I was like MY BABIES OH GOD. How do I call my electric company and be like ""FIX FASTER MY BABIES ARE OLD AND SENSITIVE""?",NoelCypress
2020-03-09 18:48:06+00:00,"I remember one time I hooked up with this guy and the power in his whole neighborhood went out, he was like I have a flashlight in the first drawer of my night stand. His room was pitch black I grabbed something that felt like a flashlight...",iGotTheJoos
2020-03-09 18:24:25+00:00,Lmao the power just went out the whole building is running on generators and my ears h ur t from the bang that let out,laudieloxly
2020-03-09 18:21:11+00:00,Aaaaaand my power went out. Lovely.,lukeylux
2020-03-09 18:19:35+00:00,"Ripped my left rotator cuff, had a broken nose, had proper man flu, did a days graft, finished at 2, went out after work for 3 days, drowned a million pints, had the odd power nap and blended a peanut for lunch, still went to work the following Monday . Best weekend ever.",MaximusConSec
2020-03-09 18:13:02+00:00,bro my power just went out hello???? it’s 70 degrees and sunny did the power plant just die??,flurry_96gal
2020-03-09 17:55:26+00:00,"my power just went out, and now i don’t know how im supposed to charge my cat?? super sad,, he had a good run :(",moonsuoh
2020-03-09 17:52:19+00:00,"I’m gonna have to go ahead and agree with this I’m all in for Sen @ninaturner I would campaign my heart out for her! I went out yesterday with my injured knee and heel because by damn people are dying but if there was ever a time we need the power of SNT, it’s now. ",RedBeretsM4All
2020-03-09 17:29:45+00:00,"1st of all, I didn’t go see the Rabbi because I was out of control... I simply went to the higher power to get my point across why you always bringing up old shit ",LisaLease007
2020-03-09 17:27:22+00:00,"No they don’t. It’s so windy here, took a bath, scheduled my YT love, something hit my window scared me, then a bright flash of light, loud noise, WiFi and power went out.",FlyAKiteHigh424
2020-03-09 17:10:25+00:00,Wisdom tooth Summer still going strong Power went out Uni started First diagnosed COVID-19 case in my country glad all the stress is coming back ,gianmarcox14
2020-03-09 17:10:15+00:00,The power went out in my house ,acatalepsic
2020-09-04 21:22:03+00:00,"Action-packed gameplay, an original cinematic story, and iconic Super Heroes. Marvel's Avengers is available now on PS4, Xbox One, PC, and Stadia!",PlayAvengers
2020-03-09 16:59:36+00:00,Everyone out here saying this week about to be bad. I can confirm - Got up later than usual Had to go in/out my apartment 3x this morning cause I kept forgetting shit Can not function at work rn Power went out in the entire building (harming our instruments) What in the fuck?!,AwisonWeasley
2020-03-09 16:52:09+00:00,Lol my power went out this weekend so my fridge was off and my ice and water come from there so I just said Fuck it and drunk Pepsi ,thehealHER
2020-03-09 16:38:08+00:00,"So I’m withdrawing cash form Polaris bank with my UBA card, suddenly power went off, atm went off. Now ATM swallowed my card, the money did not come out. @UBAGroup has debited me. Wahala",artchicby_tonte
2020-03-09 16:10:30+00:00,the power just went out in my office... can i go home now to cry over natasha romanoff?,filmsgaga
2020-03-09 16:05:07+00:00,it's been raining for two days and with losing an hour my schedule is OFF. AND my power just went out. HOW is it 11 am?! it feels like 8:30?!,alaraemonts
2020-03-09 15:55:05+00:00,"I wasn’t going to say anything, but it’s been years now. Our school used trailers for overflow classes, there was like 8 total. One day like normal I went to charge my phone when I got electrocuted, I flew backwards and next thing I know the power is out. ",Shamus_Michael
2020-03-09 14:54:39+00:00,my power went out and now i’m getting a visit from resetti i’m SAD IT WAS A MISTAKE,kiwi_kenna
2020-03-09 13:46:24+00:00,Lmfao my power went out this morning &amp; I was cussing myself out for not paying my light bill but turns out it went out on this whole side of town and I am so relieved ,PeachaNicole
2020-03-09 12:33:48+00:00,"my body woke me up out of a dead sleep when woojin posted ,,, i saved it ,,,, cried a lil ,,, and went back to bed ,,, the power ",lilbinnieblu
2020-03-09 12:23:50+00:00,the whole part of the grid went out that my work is in :))))) we have zero power :)) nobody around us has power:)) good:) stuff:),Sophi__leigh
2020-03-09 12:06:25+00:00,"I had my internet go out. It felt like the power went out -no tv, no Wi-Fi for homework. I felt like I needed to use flashlights and candles.",Neromi20
2020-03-09 11:42:13+00:00,So my power went out and what do I do? Start playing one direction and light my candles,Theresawtf
2020-03-09 11:38:41+00:00,why i have a dream the power went out at my papa house so i went to the gas station and my nigga LEFT ME and @yobitch_a_ham happened to be there with her auntie and a car full of niggas and she took me home so thank you ,milfiebitch
2020-03-09 10:45:35+00:00,all of the power in the house went out as I was getting ready for work. Tried resetting the power power and it didn’t work. I took a shower to my phone flashlight this morning. Day of disappointment 798,CensoredSays
2020-03-09 10:24:28+00:00,"the power just went out for my neighborhood naturally I started to worry it was the whole world so if I never see you guys again because of a worldwide power outage, I love you all and thanks for the laughs and also let’s meet up and form a gang",Kateness8
2020-03-09 10:17:05+00:00,"losing all consciousness, at last my soul went out of my body; though my body still continued to sway as a pendulum will, long after the power which first moved it is withdrawn",MobyDickatSea
2020-03-09 10:02:49+00:00,My power went out real quick and like 15 minutes later my tv turns itself on??,TacomaGhoul21
2020-03-09 09:46:22+00:00,Trying to sleep and all I hear is BEEP BEEP!!! My battery back up saying that the power went out ,Max_1382
2020-03-09 09:29:02+00:00,Excellent stream thanks for the host from @devgamer @reallyProphetand everybody that went 9hrs plus with me b4 my power at the house went out. Much love @WatchMixer,phantombatman
2020-03-09 09:23:51+00:00,Omggg I went to the store to get my eyeliner that doesnt smudge no matter how much I sweat ((god bless the power it holds)) and bitches rly bought out makeup like HUH?!?!?!??? Why was most of the shelves empty bruh I hate yall !! ,internalies
2020-08-27 13:49:33+00:00,REGISTER TODAY! Be a part of this year's virtual experience. Connect with accomplished leaders from across the country that are taking action and advancing #cleanenergy solutions for a stronger America. #NCEW20 #CleanEnergyWeek,NCEWConf
2020-03-09 09:20:14+00:00,"my power went out, I thought we was goin to war",ogtrapaholic
2020-03-09 08:57:11+00:00,"Strange... My phone is working, but my computer refuses to work. I can only be on for a little, the power went out for the whole block...",JamesSm79026770
2020-03-09 08:40:39+00:00,"oh man, my power went out.",Trcv_ebooks
2020-03-09 08:13:07+00:00,"Are you fucking kidding me?! Now we’re out of electricity. I heard a small pop and all the electricity just went out. Decided to take my laundry to drying and then see, if we’re still out of power and yes... Had to make a phone call and now I’m waiting for the house provider to",pinku_hosh1
2020-03-09 08:06:25+00:00,My power just went out,imbenbeal
2020-03-09 07:46:58+00:00,I was actually in the zone studying and then my power went out so I guess I am going to sleep now lol,genasssa
2020-03-09 07:44:04+00:00,My power went out while I was showering. I’m like did I just die?,whatispedro
2020-03-09 07:43:11+00:00,BRUH my power actually went out while I was taking a shower I swear if my project on my computer didnt save again and I have to do it a THIRD TIME I'm going to consume someone's soul,Ferxe02
2020-03-09 07:41:08+00:00,I have to shit but the power went out in my neighborhood and I’m scared of the dark smh why did I have to eat those spicy noodles fml,jvsminengo
2020-03-09 07:23:34+00:00,my power just fucking went out this is the biggest joke since kevin hart’s gun compartment bit,MakaylaHirchak1
2020-03-09 07:15:15+00:00,The power just went out at my hostel and now there’s 17 of us just casually eating breakfast in the dark.,Samanhe2
2020-03-09 06:45:22+00:00,"-Our house powered out meanwhile, And the power went back on and the day finished with me dealing a virus on my computer. (My fingers now hurt.)",MatchinMaddison
2020-03-09 05:43:25+00:00,"The power in my apartment complex when i went out, never been more happy to be a witch with a candle obsession",avisamberg
2020-03-09 05:23:13+00:00,The power went out for about 3 seconds and getting plunged into total darkness out of nowhere is absolutely fucking terrifying. Definitely did not help my high blood pressure. Guess I'll be staying up for another couple hours,j_bryan_
2020-03-09 05:01:04+00:00,my power just went out because of this storm and my phones at 8% ,alirodnicole
2020-03-09 03:57:43+00:00,"Yeah, but everybody else was having blackout parties by candlelight. Pffft. True. The power went out my first night alone post-divorce. I immediately cursed because I was writing something online. Then I thought, “Oh shit. The assassins are coming.” It was...not fun.",mydoggyruss
2020-03-09 03:53:18+00:00, It is 11:48-PM on Sunday. The power went out almost half an hour ago in my neighbourhood. My phone is at 47% battery. I’m going to go to sleep. If I wake up tomorrow and there’s still no power and my phone is… https://www.instagram.com/p/B9f52T9pt_x/?igshid=r95650adkbhj,PeripheryLiving
2020-03-09 03:37:13+00:00,"Okay so I just finished a hair appt while the power went out... lit candles and had my phone flashlight on for over an hour Ya know, just another day of me being THAT bitch #WomansDay",varas__
2020-03-09 03:22:38+00:00,"The power went out while I was taking a shower. In one moment the lights were on and I closed my eyes, heard mom say, ""ah, shit,"" and opened my eyes again to see absolutely nothing. It was literally something out of a horror movie",ChemicalSquid
2020-03-09 03:21:15+00:00,The power went out in my neighborhood while I was watching Itaewon Class. ,RosaliaSalazar_
2020-09-04 21:22:03+00:00,"Action-packed gameplay, an original cinematic story, and iconic Super Heroes. Marvel's Avengers is available now on PS4, Xbox One, PC, and Stadia!",PlayAvengers
2020-03-09 02:09:28+00:00,On top of a already bad day my power went out and there’s no sign it’s coming back anytime soon,Gusify_
2020-03-09 02:08:22+00:00,Power went out at my school.,MNW_eBooks
2020-03-09 01:24:48+00:00,"My power went out about 30 minutes ago. So I cooked some soup (yay, gas is still working) and decided to read something. @tithenai and @maxgladstone's This Is How You Lose The Timewar should do the trick. – at Greenbrook Condominiums",sfsmaus
2020-03-09 01:24:30+00:00,"Power just went out. Is it weird that my first thought was, ""wonder what sunnabitch is being raided""? ",VeritasVital
2020-03-09 01:00:39+00:00,"My power went out earlier today, and now my ""unsportsmanlike conduct"" bans me from online for another 30 minutes. Joy.",NebulaGameSound
2020-03-09 00:59:39+00:00,my power went out during @CatfishMTV and ya girl is notttttttt happy,LaurenPinchieri
2020-03-09 00:38:39+00:00,i was making toast but my power went out so I just had warm bread,Bury_The_King
2020-03-09 00:32:31+00:00,When my sister ran into the electrical box and half the power went out so everyone got out of school for the day ,THEsamhanna
2020-03-08 23:58:22+00:00,Bruh power just went out on my whole block wtf,byGipzy
2020-03-08 23:48:38+00:00,The power went out but luckily I was playing a offline game and just continued my game in handheld mode. Handheld mode comes in handy in more ways than just having a system to play on the go.,TwilightPneuma
2020-03-08 23:04:27+00:00,"my power went out ,,,, ffffff",courtjimin
2020-03-08 23:03:45+00:00,"Power just went out in the middle of me dying my hair, so I had no choice but to finish it in the dark. Hope it turns out okay ",IAMELOSIN
2020-03-08 22:52:20+00:00,"my power went out while i was watching twilight,,, smh the disrespect ",mandarulezzz
2020-03-08 22:51:53+00:00,my power just went out and I'm at 16% so this will be funnnnnn,def_not_sophie
2020-03-08 22:14:36+00:00,The power went out on the entire block and my phone battery is on 14%. ,Chelsasmoore
2020-03-08 21:18:10+00:00,"Power went out and fried my HDD. Lost every project file from the last two years, including all the footage for my film final. I might actually walk off my roof.",attisucks
2020-03-08 21:13:41+00:00,@ThreadRaiders something really kewl happened last night. I was playing D&amp;D with my group when the power went out. We proceeded to play D&amp;D by candlelight.,buzlytyear
2020-03-08 21:11:10+00:00,The power just went out in my room #ASUTwitter ,SimplyyPretty_
2020-03-08 20:48:49+00:00,One day in my high school the power went out. We have our lunch is in three sets based on what classes we had. It was the second set of lunches when this happened. I wasn’t in it but a couple my friends were and they said the moment everything went dark things started flying.,VeinexesVideos
2020-03-08 20:34:00+00:00,This just reminded me of when my preschool was right next to The Abbey and we had to go wait inside it for an hour because my school's power went out ,fiachra_finn
2020-08-19 18:47:29+00:00,Is TB12 The Greatest Quarterback To Ever Live?,bolavipus
2020-03-08 20:05:30+00:00,"We lost power at school this week - which included WiFi service. With little to no cell phone reception inside the school, our building effectively went dark. One of my students nearly freaked out - not because the power was off, but because she suddenly could not text or chat.",2018GaTOTY
2020-03-08 19:42:34+00:00,"The power went out last Saturday, I finally fixed my digital clock today.",its_Sancheeezy
2020-03-08 19:31:47+00:00,My power went out &amp; my phone is on 5% ,_xoxlesly
2020-03-08 19:21:41+00:00,My power just went out. Hope my laundry is okay.,bpanderson
2020-03-08 18:44:21+00:00,me: [getting dressed] my mom: OH MY GOD me: [closes door] mom: THE POWER WENT OUT LAST NIGHT me: [packs my bag for the day] mom: FOR LIKE AN HOUR,laprincenico
2020-03-08 18:30:29+00:00,Woke up today when the power went out in my apartment building. Guess I’m cooking lunch over my camping stove on my balcony ,TheOddestThing
2020-03-08 17:56:52+00:00,"//my power went out, apologies",YveltalParody
