date,tweet,user
2020-04-10 19:51:50+00:00,My power just went out and I have a test due tonight that I’ve been putting off. ,devsuxxxx
2020-04-10 19:48:09+00:00,There was a power plant explosion at one of the DWP buildings right down the road (I thought someone slammed a door and shook our building). I thought a weird glitch happened with my computer. Just happened about the time my internet connection went out. Damn,Rhianim8or
2020-04-10 19:40:01+00:00,Our power just went out. COOL. I was in the middle of washing my bedding ,JayNASTIE209
2020-04-10 19:38:01+00:00,the way my power literally went out when i was in the middle of my zoom class LIKE HELLO????,gothbusan
2020-04-10 19:34:56+00:00,Ever since the power went out yesterday there’s been this beeping sound in my apartment and I can’t figure out what it is! it’s driving me crazy!!!!!,chelscnichole
2020-04-10 19:34:00+00:00,"Our power went out for 10 minutes and my phone had died, longest 2 hours of my life",EmmaRawlings23
2020-04-10 19:31:17+00:00,"@sprint wants up with the LTE in Bryan, TX?? My power went out and the LTE was not working....my cellular data was on this time",cartelblanco
2020-04-10 19:30:36+00:00,"Sooooo the power in my complex went out, and on top of that Sprint LTE ain't hitting on shit....man I'm going back to sleep",cartelblanco
2020-04-10 19:29:16+00:00,Guys my Dad didn’t buy electricity and the power went out ubese thatha amakhandlela this gent is toxic ,saney_maxwell
2020-04-10 19:21:47+00:00,My power went out for a quick second in the Ranch area.,friedman_h
2020-04-10 19:18:13+00:00,I was thinking “what else can go wrong” after i broke my fav mug when the power went out cause there was an explosion at our local power plant The power of a negative mindset is too strong,Ms_Nope
2020-04-10 19:17:43+00:00,Apparently one of the sub power plants had an explosion? I only realized cause my internet went out and I went to investigate. Being handled but also anxiety inducing. ,epicheatherpaul
2020-04-10 19:16:32+00:00,aaaand my power just went out. ,RichieFavalaro
2020-04-10 19:05:54+00:00,my power really just went out again.,HAPPILYMARAlS
2020-04-10 19:03:24+00:00,The power went out for a second at my house but back on now,steff822
2020-04-10 19:02:09+00:00,IM SICKKKK THE POWER WENT OUT AGAIN WHEN I WAS IN THR BATHROOM without my phone,shittydesserts
2020-04-10 19:00:22+00:00,The power in my neighborhood just went out.,deedee_devine11
2020-08-25 21:59:53+00:00,#UnlockTheOpen with @Chase and make more of that energy felt at the @USOpen even as you watch from home. #ad,pitchfork
2020-04-10 18:57:04+00:00,Our power went out and the WiFi with it. Was the longest 10 minutes of my life.,mjp3md
2020-04-10 18:56:20+00:00,"Why the power just went out, in my whole town!!! WTFFFFF!!",deedee_devine11
2020-04-10 18:45:58+00:00,omg this happened to me once my power went out while i was updating it and it would not turn fully back on. i think i had to youtube how to fix it i don’t rlly remember what i did. this was no help... my b,_Samgarciaa
2020-04-10 18:40:01+00:00,honestly i’m trying to rely less on substances but my power went out for a little bit sooooooo that’s my excuse for TODAY. also i cannot drink straight gin to save my life,gabzz666
2020-04-10 18:22:08+00:00,My power went out and my laptop died in the middle of my Japanese class I hate this. I’m like so mad,solar_ia
2020-04-10 18:17:15+00:00,"My power went out around 2:00 ET, I thought maybe it habbened them.",tauntaunshawn
2020-04-10 18:15:12+00:00,My power really just went out 2x and messed up my tv I hate it here,McLeanSierra_
2020-04-10 18:12:36+00:00,Very spotty data here in 04938 too. Can't use Wifi due to lack of power. Rely on my phone for internet when the power is out Data went down to a slow crawl around 8 am.,Beth5568
2020-04-10 18:07:10+00:00,so the power went out where i live and i can no longer make my grilled cheese #sadboihours,meganannhinton
2020-04-10 18:06:34+00:00,My power went out and we got a foot of snow fuck you Maine,prodmyoongi
2020-04-10 18:02:34+00:00,My power went out moe,danniamari
2020-04-10 18:00:54+00:00,I got a dub on #ApexLegends last night then my power went out as soon as I connected back to the lobby safe to say I was TOO lit... Right?¿ ,BigUmbra
2020-04-10 17:58:55+00:00,"Christmas night, I was 6 or 7. Parents got a Gameboy advanced (not SP) for my sister and me. Power went out that night. Took turns playing MarioKart and the other holding the flashlight. I'll always remember that :)",NarWhat
2020-04-10 17:56:11+00:00,Half of my power just went out and I’m very confused,EmFich5678
2020-04-10 17:55:09+00:00,I don’t mind #StayingHome to help #FlattenTheCurve but our power just went out and that’s not okay...what the hell @ConEdison ?! My husband is working from home bc of COVID19 we need our electricity to work! We always lay our bill early!!!,dianemary126
2020-04-10 17:54:56+00:00,i'll never forget the time the power went out on my college campus in 2003. i swear the acoustic guitar to student ratio was like 1:3,teendaze
2020-04-10 17:50:58+00:00,"power went out in my whole neighborhood, please send help",megathornberry
2020-04-10 17:50:25+00:00,"We lost power a couple hrs last night. My daughter lives 30 miles north + is still out of power. She went to leave + a line down in the road, she turned around went the other way. She said there's so many lines down + no line workers.",Barbs1957
2020-04-10 17:43:49+00:00,I AM IN THE MIDDLE OF BAKING A FOUR LAYER CAKE FROM SCRATCH WITH A HOMEMADE CHOCOLATE GANACHE AND RASPBERRY PRESERVE FILLING AND THE POWER JUST WENT OUT IN MY WHOLE NEIGHBORHOOD I am NOT about to hand mix all this. Am I gonna bake this on my front porch? Stay tuned.,Lizmion
2020-04-10 17:39:41+00:00,So the power went out My mom and I spillin tea over Doritos by candlelight and she says: Why do men get FOMO (fear of missing out) like we don’t get stuck with one dick the rest of our life and it’s the same size?!? My mom likes her tea BOILING,lucyyy_kat
2020-09-04 21:22:03+00:00,"Action-packed gameplay, an original cinematic story, and iconic Super Heroes. Marvel's Avengers is available now on PS4, Xbox One, PC, and Stadia!",PlayAvengers
2020-04-10 17:22:22+00:00,My power went out so I had to start the stream again ,mistahjay__
2020-04-10 17:22:10+00:00,When I was in the middle of mixing my frosting last night and the power went out ,themind_ofanna
2020-04-10 17:21:27+00:00,so is everything else has been going on in my life I finally decided to sit down and get things together and edit some photos for a big photo gallery. Power just went out.,ArrickSports
2020-04-10 17:20:02+00:00,my power went out ayeeee ,sedsdead
2020-04-10 17:17:34+00:00,I was about to give myself a taper but the second I was about to put the blade to my head the power went out that’s gotta be a sign,JoelMatt26
2020-04-10 17:17:15+00:00,My power went out for about 5 hours the other day and I played the Vita for like 4 hours and then the Switch for about 20 minutes. I just keep coming back to the Vita for whatever reason. It's such a great handheld.,Droogie4E
2020-04-10 17:09:54+00:00,"to be clear, the power went out, it's in the mid-30s and soaking wet, and I can't do my homework until the internet is back --- not lucky",sprout_ing
2020-04-10 17:03:04+00:00,The power went out at my office n the first thing I thought about was “damn I should’ve warmed my food”,Laramie_ISHA
2020-04-10 17:00:50+00:00,Fate is really out to make my day awful. Went to the store to pick up my copy of ff7 only to find they are closed due to power outage. Wow! Of all the days out of all the stores it today and that one. * sigh* I’m gonna just go be be depressed for a while.,SnowGabumon
2020-04-10 16:54:09+00:00,My power just went out. I am going to die. Goodbye,vidae01
2020-04-10 16:52:23+00:00,And my power just went out. Fuckin fuckety fuck fuck.,KNlFE_HAPPY
2020-04-10 16:52:00+00:00,My power went out on. FF7 Day &gt;:(,GC_Positive
2020-04-10 16:47:29+00:00,my review: my power went out! clearly the universe did not want me to watch this movie,gabzz666
2020-04-10 16:37:42+00:00,OMG SAMEEEE I was on those rides that go upside and the power went out while I was upside down with my cousins,Iraqitingg
2020-04-10 16:29:48+00:00,@Kevin44McMullan sorry for the out-of-order tweets. Power went out while I was sending the first one and I didn't realize I'd lost my post. Happy to have a reason to remember that great weekend that started us on the #roadtoOmaha .,homerHoo
2020-04-10 16:28:12+00:00,"My power went out :(( I’m sorry puppy, I didn’t get to tell you goodnight or anything :(",softartnsfw
2020-04-10 16:23:18+00:00,"ok false alarm they didnt cut it, its an outage but if my neighbor hadnt told me her power just went out too... i almost did something reckless just now ",junhive
2020-04-10 16:22:12+00:00,The power went out last night and my poor chickens were so cold it was so sad .,NaeShaunte
2020-04-10 16:19:25+00:00,Power went out last night and delayed my 23 years of waiting even further. But finally.. Its time. #FFVIIRemake #FF7Remake,myklatrum
2020-04-10 16:19:04+00:00,Last night at like 3 the power went off about a minute while I was in the shower and when I came out all the lamps in my house had been turned on. Is this how a horror movie starts ?,IsNascarASport
2020-09-04 21:22:03+00:00,"Action-packed gameplay, an original cinematic story, and iconic Super Heroes. Marvel's Avengers is available now on PS4, Xbox One, PC, and Stadia!",PlayAvengers
2020-04-10 16:18:05+00:00,Thank you for showing this...wasnt able to see it or review my dvr bc my power went out 3 times during this interview!!,Tvradic1
2020-04-10 16:15:24+00:00,Corona & my power just went out as I was getting in the shower?? huhh? Make it make sense lmao,earth2asia
2020-04-10 16:12:53+00:00,What the fuck my power went out,hellajoes
2020-04-10 16:10:08+00:00,"the stores power just went out, this is the best day of my life",artcmilf
2020-04-10 16:02:03+00:00,I have a job interview in a hour for my #1 institution. My electricity went out due to a power outage in my area. (1) there’s no local place I can go due to the quarantine. (2) the interview is for nearly four hours. Talk about crisis management ,acwp95
2020-04-10 16:02:02+00:00,"Plz hurry up. I have animals that will get sick and die from this cold and oldtown has no power. Have no way to heat up my house and keep my animals safe. Power went out over 14 hours ago, thought yall were prepared. Smdh",litlmisfit420
2020-04-10 15:32:39+00:00,Snowing and my power went out midwork day lol v spicy Friday mornin,Leezytaughtmex2
2020-04-10 15:03:12+00:00,wtf my power went out,kohiwonomitai
2020-04-10 15:01:26+00:00,Power went out and my whole fam acting like this the apocalypse,davybythelake
2020-04-10 15:00:41+00:00,Hi I heard a big but almost distant BOOM outside and my first thought was immediately “oh it’s just a gunshot” which. We love living in America. But then THE POWER WENT OUT SO NOW IM LIKE WHAT THE FUCK EXPLODED,LionAkumers
2020-04-10 14:54:15+00:00,So I finally found what I thought was a stable circuit for testing but it turned out to be the same circuit as my media room where I game. After about 10 minutes my power failed and the room went dark. Checked the breaker and it had tripped and was hot.,GreaterLegion
2020-04-10 14:42:50+00:00,The power went out in my neighborhood ..... they gon need to fix that shit NOW,itsmelihicks
2020-04-10 14:41:05+00:00,Nothing too bad but my power went out yesterday an hour before my Zoom class meeting. #onlineteachingfail,jms611
2020-04-10 14:33:21+00:00,Power in my neighborhood just went out. Smh so I’m suppose to sit in here with kids and no power ,VASlim804
2020-04-10 14:29:40+00:00,So my power went out while playing Royal. I'm so glad I save often....,shadowoa22
2020-04-10 14:25:24+00:00,"dad doesn't appreciate my humor i said ""the power went out this morning, i thought I was going to have to put my lizards under my tits to keep them warm."" no response",Furenzu1
2020-04-10 14:16:28+00:00,I was taking my midterm online and my power went out lol I hate my life,johnnylovesbrie
2020-04-10 14:14:39+00:00,Had to stop working from home at like 2pm yesterday because our power went out then I drove to my in laws this morning to be able to do a 9:30 WebEx only for that person to call out. Not a complaint. Weird days.,FlukyLawStdnt
2020-04-10 14:13:21+00:00,"Sir I got the power bill for this month 1400/- every month I get 400/- - 500/- am staying in the house single, my family is out of station, if the department need the present meter reading we take the photo copy and went to department by following the social distance.",Ramesh24699750
2020-04-10 14:12:14+00:00,I woke up out my sleep and now the power just went out I hate it here,CozzyyT
2020-09-04 21:22:03+00:00,"Action-packed gameplay, an original cinematic story, and iconic Super Heroes. Marvel's Avengers is available now on PS4, Xbox One, PC, and Stadia!",PlayAvengers
2020-04-10 14:06:47+00:00,Mine & my next door neighbor’s power just went out,SeanToldYou
2020-04-10 14:01:30+00:00,The power went out in my complex on Carolina’s last drive of the game. Ran my ass to car to listen to the end of it with a few of my neighbors. 2017 forever hits different. ,CForClarity
2020-04-10 13:46:20+00:00,We're in a meeting and my team leader's power went out at her house. Sign? I think so,Im2Awesum
2020-04-10 13:43:59+00:00,I just ate a sandwich for lunch because my stove clock told me it was 11:30 and I was hungry.. well guess whose family hasn’t reset the clocks since the power went out? Lol it’s 9:30... ,kaylaharpold23
2020-04-10 13:39:42+00:00,I am truly sorry that your power went out and it will be my pleasure to look into that outage for you.Please provide me your complete address and 10 digit phone number please. ~Sandy ,oncor
2020-04-10 13:15:24+00:00,"So, our power just went out. No rhyme or reason. It just went out and I have to work. So I’m not sure what to do. We’re using mobile hotspot. But I need my monitors back oncor, plz. A little notice next time if you’re gonna cut power to fix a phone line.",Perfectly_Wilde
2020-04-10 13:11:43+00:00,I would've been but my power went out,JruePels
2020-04-10 13:08:12+00:00,"Something blew up near my house and the power went out. Scared the crap out me. Think it was a transformer. Anyways, just sitting in the dark as a new day dawns.",abulletaway69
2020-04-10 13:06:23+00:00,My best friend lives in Texas she said they had a bad storm her power went out too she was texting me in the dark .,BettyCurly
2020-04-10 12:40:54+00:00,power went out on us last night that’s why I suddenly disappeared..bruh let me tell u the ppl in this community was so pissed...houndreds of ppl jus started screaming all at one time lmao. 1 dude specifically u could hear from idk where screaming “where tf is my electricity” ,3iirtyy
2020-04-10 12:16:42+00:00,@DukeEnergy I'd love to have some power... it's been 36hrs since my power went out. U dont understand why if takes so damn long. 12 times my power has gone out within the LAST 18months. Each time it took 36-48hrs to get power. WHY DOES IT TAKE SO LONG?!?! IM FREEZING,hey_JayJay
2020-04-10 12:12:18+00:00,"Went thru the thread chief and read the replies. Power dynamic? But saying men do not abruptly hit each other out of anger is a no for me. She hasn't met people who used to be like my bro and I while growing up. Also, if you don't say harsh words to me, will I feel insulted?",uncle_zubby
2020-04-10 12:01:40+00:00,AHH FRICK APPARENTLY THE POWER WENT OUT DURING THE NIGHT AND MY GAME DIDN'T FINISH IM VERY UPSET,daryelo_
2020-04-10 11:46:07+00:00,"We had a really bad storm last night and our power went out for the entire night. My 4 ur old just woke up and asked what happened to the lights, I told him there was a storm and the lights went out. He said “OoOoO the big bad wolf took it”. Everything is the big bad wolfs fault!",aliciaeven
2020-04-10 11:16:00+00:00,fkn yikes bro. power went out and both my phone and switch are at 20%,ari_theweeb
2020-04-10 10:58:11+00:00,"Good morning Charlie. Well on top of everything going on went with out power since 10 last night. Just came back on so no sleep for me AGAIN. My hair apt was the week everything was shut down . Other than our hair , no lights, and covid we will survive lol. ",Jwill30Jeanne
2020-04-10 10:45:50+00:00,My power went out and I got to charge my phone ,PrimetimeD_7
2020-04-10 10:26:03+00:00,oh god the night all the power in belfast went out and i couldn’t finish my hair and i got hair advice from MIKEY. A BALD MAN!!!!!!!!!,lauraaakeegan
2020-04-10 10:22:39+00:00,"As soon as I read this, my power went out ",chiefowelle
2020-04-10 10:16:44+00:00,My utility has been sending me super helpful texts ever since the power went out late last night. ,bikinginorange
2020-08-28 17:42:43+00:00,The Best Drivers To Ever Get In A Stock Car ,thedelitesite
2020-04-10 09:21:47+00:00,remember the time my power went out at 11:40 and was still out at 4:20 ah ha haaaaa,hulkhoagee
2020-04-10 09:07:56+00:00,"One of my 3 clients can't pay My health insurance just went from free to 1/5th of my income Not sleeping well at night, but tired during day I'm worried about people I love getting the virus I've been putting off filling out and signing a medical power of attorney for 2 weeks",AstralLobo
2020-04-10 08:50:21+00:00,Now my power just went out completely,Ga1act1c
2020-04-10 08:37:07+00:00,"Not my landlady. Me that use my church mind n power the whole compound bcos no light for long. Went out for 2days n came n she was carrying face telling my neighbor that I made dem get use to sleeping with light,then I disappear see me see wahala ",GurllikeC
2020-04-10 08:27:23+00:00,Power went out in jst my room so it sucks but jst for me.,TheLopezCuevas
2020-04-10 08:21:10+00:00,POWER WENT OUT AGAIN AND MY PHONES AT 50% FML,annesberg
2020-04-10 08:15:36+00:00,MY POWER RLY FUCKEN WENT OUT BRUH,chilledpig
2020-04-10 08:07:28+00:00,YALL MY POWER JUST WENT OUT LIKE I DONT HAVE CLASS TOMORROW ,elittlexela
2020-04-10 07:51:51+00:00,the power for my entire apartment complex just went out and it’s so spooky!,wheresmyghoul
2020-04-10 07:49:16+00:00,"My power just went out, needa charge my phone ",andrewhuamani12
2020-04-10 07:27:39+00:00,bruhh the power went out but i’m the only one awake in the house. my anxiety is ,dxstwo
2020-04-10 07:11:12+00:00,my power just went out on my whole block ,radkira
2020-04-10 07:09:23+00:00,Aaaaand my power just went out ,HopeUproar
2020-04-10 07:04:44+00:00,"My power went out in my apartment, kinda freaky",branson_zachary
2020-04-10 06:53:57+00:00,Sucks my power went out,DirtyZinn
2020-04-10 06:51:39+00:00,someone explain why my building in the ENTIRE apartment complex is the only building whose power went out.. LIKE ?!¿?¡?!! *tweets at 4%*,maricellaa_
2020-04-10 06:49:46+00:00,"Power just went out to the entire building so my upstairs neighbors have decided to jump up and start running around. And since we have no power, I no longer have a TV or box fan to drown them out. It’s gonna be a long night.",malibu_carbiee
2020-04-10 06:48:30+00:00,Why was I more upset about my power going out at 2:30am than when it went out at 9am.... I need to go back to work,_Cassap
2020-04-10 06:47:47+00:00,The power went out and my phone on 4% ,xFr3sh_Princ3x
2020-04-10 06:46:15+00:00,"My power just went out for a few minutes, literally thought the purge was about to commence ",MattKGreene3
2020-09-04 21:22:03+00:00,"Action-packed gameplay, an original cinematic story, and iconic Super Heroes. Marvel's Avengers is available now on PS4, Xbox One, PC, and Stadia!",PlayAvengers
2020-04-10 06:44:39+00:00,my power just went out and I’m convinced I’m gonna die tonight,whereubeenjm
2020-04-10 06:36:52+00:00,My power just went out,branson_zachary
2020-04-10 06:35:23+00:00,Okay nevermind I'm all good. I was so scared 2 trees fell near the power lines on my private road I share with my 1 neighbor so they went out and sawed like 4 trees away from it . Good guys. I thought I was honestly gonna die Power just came back on too.,Ever_Green_Art
2020-04-10 06:31:08+00:00,my coping skills are at absolute zero rn I just called my mom freaking out and told her the power went out and that I didn’t know what to do she just said “Gail are you drunk” “Yes Mama Issa that’s not the point!!”,gailtweetss
2020-04-10 06:29:23+00:00,my cable and WiFi is still out from when the power went out earlier. Thank god for unlimited data ,ughtaesty
2020-04-10 06:25:51+00:00,THE FUCKING POWER WENT OUT. AND I WAS PLAYING RED DEAD. AND IT WASNT SAVED. OH MY GOD WHAT THE FUCK ,TheJeezus99
2020-04-10 06:24:24+00:00,ok well my power went out so i guess im not finishing this until tomorrow,valenwinds
2020-04-10 06:21:43+00:00,Noooooo we were 8 and a half hours into a poggers valorant stream with @Voyboy and my whole neighborhoods power went out ,SpaceAidz
2020-04-10 06:18:17+00:00,the power went out in my house and I almost stepped on a spider barefoot trying to get snacks ,itssszayy
2020-04-10 06:13:02+00:00,And my power just went out (・_・;),brandt_donovan
2020-04-10 06:07:18+00:00,wow our power really went out and my phone grey die ,runituptwin
2020-04-10 06:07:03+00:00,Somebody FaceTime me!!!! My power went out and I’m lowkey scared of the dark ,PradaPoodle
2020-04-10 05:57:23+00:00,Our power just went out... &amp; my service in my neighborhood is so trash w out wifi. I can’t even see my avi,T_loeee
2020-04-10 05:55:11+00:00,Tell me something embarrassing you did in highschool ILL START The power went out during a storm and I panicked and grabbed my teachers peepee cause he apparently was right behind me and when the lights came on he was very red and never spoke to me again K your turn!,MrsBarajas7
2020-04-10 05:54:57+00:00,"Well the power went out, but only in my section. Typical.",pasqualthegreat
2020-04-10 05:47:11+00:00,My power just went out like 2 minutes ago and I see this,flamgofaan
2020-04-10 05:42:15+00:00,"My power went out too, anybody wanna keep me company in the dark?",AlNaturalle
2020-04-10 05:38:58+00:00,wtf the power went out in my house ,joohoneyonehun
2020-04-10 05:37:53+00:00,My power went out for no reason like 3 hours ago &amp; it just came back on &amp; woke me tf up cause the AC is tf booming wth ,Nishashantel__
2020-04-10 05:35:23+00:00,the power just went out on my street AND my phone is 7%...i cannot make this up ,kerrihartsfi
2020-07-21 01:55:17+00:00,Get away from it all...,FarandWidecom
2020-04-10 05:26:05+00:00,"My power just went out in my building, I needed this ",bombdotcom41
2020-04-10 05:23:18+00:00,my power went out for the third time in two weeks! yay! really adds to the apocalypse anxiety! (/s),xyIobones
2020-04-10 05:19:41+00:00,"Apparently, A big gust of wind went through Northeastern Mercer County and knocked out my power! This is not a joke. 24 hours ago, the power was out due to Severe Storms. I'm very unlucky. @Kentuckyweather @NWSLouisville",tystorm101
2020-04-10 05:15:37+00:00,"you entered 3, got 2nd, 2nd, 1st First one i beat you w palu 2nd one I 6-0 you with PT Last one my power went out so i dq",KanoonIRL
2020-04-10 05:05:48+00:00,Been having to take a wall grabbing shit all night. Power just went out in #NOLA and now face my biggest test. Shit with the lights out.,HTMsports
2020-04-10 04:48:07+00:00,I was excited to play FF7 tonight and 10 minutes before it got released my power went out. Why?,Relako3
2020-04-10 04:47:29+00:00,Well 2020 has been weird Kobe Bryant passing away and corona and now my power went out in my whole neighborhood over 600 people affected! ugh #2020sucks #2020canceldparty,DJJManOnAir
2020-04-10 04:44:18+00:00,My power went out 3 times during stream :) Not gonna be back on sorry fam,SHUK20_
2020-04-10 04:42:09+00:00,My power went out . ,BangaBee_
2020-04-10 04:39:38+00:00,Sitting in the dark because my power went out from a thunderstorm,Samlovesyou2015
2020-04-10 04:39:00+00:00,Power rl went out and broke my Xbox :/,301Nate
2020-04-10 04:38:43+00:00,My power went out ,tnotchhh
2020-04-10 04:37:24+00:00,"My power just went out for a second. Twice. Come on Entergy, pull through.",nolamaven
2020-04-10 04:36:38+00:00,No I’ve been in the house during the storms. My power went out and quickly came back on and I was cooking!!!! Glad it didn’t mess up my salmon. Be careful out there.,MzMoe204
2020-04-10 04:34:27+00:00,It’s making the rain hit my window and my power went out for like a minute wth lol,destiny2yay
2020-04-10 04:30:47+00:00,My power literally went out 10 minutes before midnight! NooooooOoooOooo,Ladder_of_Glass
2020-04-10 04:29:10+00:00,My power just went out and I have 3 fucking percent battery,__kayywhite
2020-04-10 04:28:07+00:00,"Well, the power just went out for about four seconds... so everybody in my friggin house woke up.",Whospaul
2020-04-10 04:27:56+00:00,my power went out but i have a battery extender so i can charge my stuff but it’s hot and kinda dark ,JIMINSFENDI
2020-04-10 04:27:50+00:00,I was Exporting a video and my power went out WTF,CameraManElii
2020-08-25 21:59:53+00:00,#UnlockTheOpen with @Chase and make more of that energy felt at the @USOpen even as you watch from home. #ad,pitchfork
2020-04-10 04:23:03+00:00,My power just went out so y’all are getting a fireplace lighting selfie ,JasonBNott
2020-04-10 04:22:54+00:00,My power then went out. ,jboogiee_
2020-04-10 04:22:52+00:00,Our power went out earlier and one of my neighbors started playing ,lilSoukK
2020-04-10 04:22:00+00:00,"Bruh my power just went out, I’m drove",javenemani
2020-04-10 04:16:09+00:00,my power went out in the middle of a park game. when I tell you I’m beyond drove.,LahChrissss
