,date,tweet
41,2020-08-20 21:21:52+00:00,"Had a video planned for today and one for tomorrow, and a planned stream tonight, then in the middle of class my power went out so that might have all been thrown out."
42,2020-08-20 21:13:35+00:00,the power went out and i had to leave my science lesson aww :(
43,2020-09-04 21:22:03+00:00,"Action-packed gameplay, an original cinematic story, and iconic Super Heroes. Marvel's Avengers is available now on PS4, Xbox One, PC, and Stadia!"
44,2020-08-20 21:07:56+00:00,"Wow, just reading that made me infuriated. This reminds me of when I was in middle school, they had fill out a paper on Autism and an example they gave us was “Watching Power Rangers cartoons at 16”. I was so mad reading that and I actually went to my teacher and complained."
45,2020-08-20 20:57:48+00:00,The power just went out for about 20 minutes. My poor 3 year old was panicked her best friend Alexa was never coming back.
46,2020-08-20 20:57:03+00:00,Got a new TV bc it comes with free channels & my antenna doesn’t work in the living room. I couldn’t figure out where the power chord went and took the entire back off the Tv before realising it went up and under. I’m getting my doctorate ffs. ....but it ain’t in common sense.
47,2020-08-20 20:48:35+00:00,Delivering on the road and noticed 3 teens outside their cribs with heat gear on. They tell me the power went out so I decided to have my lunch break and play the 4th quarter of the heat game on my speaker for those kids. That’s how much I love my job
48,2020-08-20 20:42:20+00:00,I heard an explosion and the. My power went out. Apparently a widespread issue... stay safe Lex drivers! 
49,2020-08-20 20:39:40+00:00,my power went out.. i do not need this today florida..
50,2020-08-20 20:38:14+00:00,"I turned the kitchen light off and my dad was like ""Omg the power went out!"" ...while he plugged his phone up and turned on the fan. Somebody get this man. Oh the case and power supply has arrived "
51,2020-08-20 20:37:13+00:00,My power just went out :(
52,2020-08-20 20:36:59+00:00,mc was making me lag then my power went out and my mobile data barely works atm
53,2020-08-20 20:31:17+00:00,um my power just went out and i’m home alone nvm it’s back now ok
54,2020-08-20 20:19:15+00:00,my power just went out
55,2020-08-20 20:12:29+00:00,my mom's birthday was today and as soon as she blew out the candles on her cake the power went out 
56,2020-08-20 20:12:08+00:00,"After nearly a decade has passed and i went ahead and I brought out the Power Plate and got my ass kicked!! Looking forward to doing that again on Saturday, but on Friday, I'm gonna be sore!! #WarriorBeast"
57,2020-08-20 20:10:37+00:00,"Gl! During my first online school day my power went out, that was fun"
58,2020-08-20 20:10:03+00:00,"Yes I will, thank you fires were literally so close to where I live and power went out so we left not to far but just so we can be safer but my family is okay!"
59,2020-08-20 20:09:11+00:00,"tuesday i thought there was a gas leak in my apartment, last night the fire alarm went off for the first time since i moved in so i brought my animals down 8 flights of stairs cause i'm PARANOID then had to WALK BACK UPSTAIRS, and my power just went out so i lost wifi i am TIRED"
60,2020-08-20 20:07:36+00:00,I made the right fucking call by charging my phone. Power went out and I'm using my mobile data
61,2020-08-20 20:06:57+00:00,my power went out after tweeting this
62,2020-08-20 20:05:19+00:00,"We’ve had 3 blackouts in the last two days. Last night, my phone died, then our power went out and I got locked out of my house... When I was able to get back in again, I decided to take a sunset drive along the PCH, mostly so I could charge my phone. The sunset was... a sunset. "
63,2020-08-20 20:01:28+00:00,the power literally went out in my whole neighborhood and we waited like one hour for it to get back again
64,2020-08-18 19:48:57+00:00,How can you build stronger business continuity through fresh insights? Check out our guide:
65,2020-08-20 19:57:40+00:00,my visual media prof's power went out so the class lasted five whole minutes
66,2020-08-20 19:49:47+00:00,My power just went out
67,2020-08-20 19:46:46+00:00,Right after my power went out. I see how it is. I must go Amish mode so my manlet flourishes 
68,2020-08-20 19:46:35+00:00,my power went out
69,2020-08-20 19:46:31+00:00,I need to look at that since my power went out for an entire day. I lost some progress
70,2020-08-20 19:44:01+00:00,My last first day of my Senior year was last year today and i should’ve known my senior year was gone be trash when on the first day the power went out 
71,2020-08-20 19:42:09+00:00,Oh cool the power in my building went out again at least I just got done cooking
72,2020-08-20 19:39:00+00:00,my power just went out 
73,2020-08-20 19:37:34+00:00,"Don't get the reference, but I'm imagining something like a lucid dream, and I had one once where I could change anything I wanted. Kinda went on a power trip tbh, but I got it out of my system lol"
74,2020-08-20 19:25:49+00:00,"#WAP #WAPParty $GypsyMad 500 would greatly help with restocking my fridge, had to throw everything out last week after a inland hurricane hit my state, Iowa and went without power for 3 days Also help get caught up on bills"
75,2020-08-20 19:20:09+00:00,my power went out for 24 hours bc of a storm. what did i miss?? why is everyone sub tweeting on the tl 
76,2020-08-20 19:13:26+00:00,My power just went out :) restarting in a sec.
77,2020-08-20 19:11:37+00:00,My power went out for 21 hours but it's back now thank god
78,2020-08-20 19:07:46+00:00,My power just went out bruh
79,2020-08-20 19:06:35+00:00,So my plan of finishing Re:Creators tonight just got destroyed cuz the power went out. FML.
80,2020-08-20 19:04:44+00:00,"it’s my 5th day out here in rural mx. power went out bc of thunderstorms so i literally have no way to charge my phone...there’s also barely any water so it‘s either bucket showers or swimming w insects in a river. nonetheless, i love it out here "
81,2020-08-20 18:56:42+00:00,My power went out while I was playing Apex.... 
82,2020-08-20 18:56:03+00:00,I think the power went out only once in that house during my entire childhood
83,2020-08-20 18:55:13+00:00,@EversourceMA Power just went out in my neighborhood do you know anything about current power outages?
84,2020-08-20 18:50:56+00:00,it was storming so bad while i was in class and i literally got kicked out of the zoom because my power went out...i hate it here
85,2020-08-18 19:48:41+00:00,Looking to adapt to change with greater agility? Read this guide to explore five key behaviors for IT leaders:
86,2020-08-20 18:48:47+00:00,I was making a piece and boom the power went out in my room and burned the cord to my sewing machine 
87,2020-08-20 18:44:28+00:00,Yesterday my power went out and @PlayVALORANT demoted me :(
88,2020-08-20 18:44:18+00:00,"it's ashame I was halfway done with dlc 3 and at level 60, then my power went out and I lost my save, so this game is dead to me after a ton of hrs of work for nothing"
89,2020-08-20 18:30:05+00:00,my power went out for a split second but the only thing that actually turned off was my ps4
90,2020-08-20 18:28:09+00:00,My power just went out 
91,2020-08-20 18:27:25+00:00,The power just went out for a good minute in my building and ... tf just happened...??..?:;?):
92,2020-08-20 18:26:53+00:00,"Welp the power went out... Im gonna go get my kid from the bus stop and we'll restart the stream in about 20 minutes. Fuck you, Florida weather."
93,2020-08-20 18:25:57+00:00,WTF THE POWER JUST WENT OUT AGAIN IM NOT DOING MY PAPER TONIGHT AM I
94,2020-08-20 18:23:18+00:00,Power just went out in the middle of my livestream... 10mins later still no power lol
95,2020-08-20 18:19:11+00:00,"power went out again, lost ALL OF MY PROJECT FILES :DDDDDDDDD"
96,2020-08-20 18:13:15+00:00,The power just went out in my house.
97,2020-08-20 18:11:26+00:00,I failed a big test on Monday. It was proctored remotely so I was at home. I wasn’t allowed to eat or drink for 4 hours or I’d be disqualified. During the test my power went out twice and I ended up not passing.
98,2020-08-20 18:06:44+00:00,Me sitting here with bc my power went out 
99,2020-08-20 18:05:48+00:00,Welp my power finally went out lol
100,2020-08-20 18:05:33+00:00,I'm so glad Hana lost because I caught her slipping but then my power went out so i was agonizing over this for an hour
101,2020-08-20 18:03:55+00:00,Power just went out at my job. They should send me home.
102,2020-08-20 18:02:14+00:00,"the power lines went out, and I am all alone THAT LINE IS STUCK IN MY HEAD THANK U MARGS "
103,2020-08-20 17:47:38+00:00,me: sir my comp sci assignment didn’t get to save before the power went out and now it’s deleted my uni: who is loadshedding?! we don’t know her
104,2020-08-20 17:44:57+00:00,Got kicked out of my own class twice this week. Internet freezes up. And the power just went out. I like ZoomSchool. 
105,2020-08-20 17:40:52+00:00,"Time for our weekly not-zoom meeting, and I’m wfh today. Power went out 5 minutes before the start time, and I can’t get into the meeting via my phone for some reason. We were supposed to talk about tech issues with our meeting platform. "
106,2020-08-18 19:48:57+00:00,How can you build stronger business continuity through fresh insights? Check out our guide:
107,2020-08-20 17:38:29+00:00,Mayor said he turning off electricity if he hear there’s a party bro my street went out last night at 9pm we didn’t get power until 8am today
108,2020-08-20 17:36:30+00:00,"“There was a number of options” Maneeee if my power went out cuz a wreck n pole dropping n its wires in my driveway, cant go nowhere. how ima turn it in ??? HUH?? Already getting off to a rough start "
109,2020-08-20 17:34:03+00:00,Here is an actual no-no note my nephew received last week from his university. The power in the dorm was off after a storm so they went outside. He lives in the SAME dorm room w/ these guys but can't be outside w/ them w/out being disciplined. His scholarship was also threatened. 
110,2020-08-20 17:29:37+00:00,My power just went out bruh
111,2020-08-20 17:23:02+00:00,My power just went out
112,2020-08-20 17:20:45+00:00,read this out loud and my power went out
113,2020-08-20 17:19:40+00:00,Guys My power Went Out so I am just goning to stop streaming but I will play and try to get leaven 30 enchantment table
114,2020-08-20 17:12:50+00:00,my power went out mid stream because of the weather i guess I ended the stream
115,2020-08-20 17:11:38+00:00,"I just had a strike of thunder hit really close to my house, that was most terrifying shit Giant purple flash outside, followed by a really loud bang, then the power in our house went out and then suddenly came back on. That was the scariest shit I've experienced my god"
116,2020-08-20 17:11:26+00:00,my power went out this is not pog :(
117,2020-08-20 17:06:47+00:00,These websites are the absolute worst sometimes. “My power just went out for 10 seconds I thought my life was going to end. What the hell happened”? Lol
118,2020-08-20 17:02:42+00:00,"Our power just went out and one of my neighbours let out the most dejected, movie-quality ""fuuuuuuuuuuuck!"" It was beautiful"
119,2020-08-20 16:56:40+00:00,byeeee my power went out ......
120,2020-08-20 16:55:20+00:00,I hat just finished making my beef stew when the power went out 
121,2020-08-20 16:48:55+00:00,"I used up my high-speed data while we were in Tacoma, and my power just went out, so trying to do anything on my now-throttled phone without WiFi is slow and frustrating. I have meetings and shit to do, man! But I still have internet access, so I deal. My phone rn, tho... "
122,2020-08-20 16:48:41+00:00,the power went out in my house &amp; all i’m thinking is thank god i did my hair before 
123,2020-08-20 16:44:55+00:00,welp the power went out but at least I’m getting my hair done today LOL
124,2020-08-20 16:44:46+00:00,Kudos to the @MHEducation implementation consultant who helped me pair my courses to the @CanvasLMS yesterday during a thunderstorm. The power went out but we managed to jump back on the call to finish the session!
125,2020-08-20 16:42:39+00:00,"Four years ago was that nationally-televised final concert by @thehipofficial. Amid all the emotional moments and old favourites, one of the things I remember most about it had nothing to do with the concert -- the power went out in my house minutes before ""Wheat Kings"". "
126,2020-08-20 16:36:49+00:00,my power went out as I started doing my homework and right before I was going to make lunch pain.
127,2020-07-17 21:03:37+00:00,Renovating a bathroom doesn’t have to be a massive undertaking. #DiscoverPersonalLoans #ad https://www.realsimple.com/featured/ReviveABoringBathroomDiscoverPersonalLoans2020?sm_r=YABsRS
128,2020-08-20 16:35:24+00:00,My power went out and now I can’t work! 
129,2020-08-20 16:32:44+00:00,if i disappear my power went out so yeah have a hoseok 
130,2020-08-20 16:32:26+00:00,"the night before we have to leave campus thanks to covid my friends and i went out for food and we grab some alcohol. i attempted to do my core 202 and german homework, at that point i was well beyond tipsy. i tried to read some power points for core and found out i cannot (1/?) "
131,2020-08-20 16:30:49+00:00,MY POWER WENT OUT AGAIN ARE YOU KIDDING ME. IM 3% BATTERY STFU
132,2020-08-20 16:21:49+00:00,If you were in my stream my power just went out I’ll be back live in a sec
133,2020-08-20 16:19:08+00:00,"""I was having a panic attack"", ""my cat went into labour"", ""power went out"", ""it's personal stuff""(say this one only if your parents can confirm it to the teacher). Those are the first excuses that came to my mind"
134,2020-08-20 16:11:58+00:00,omg my power went out in the middle of signing a form i-
135,2020-08-20 15:45:12+00:00,My power went out so I went to run some errands but I’ll be back when the tubes resolve their issues.
136,2020-08-20 15:44:04+00:00,power went out during my stream PepegaRide
137,2020-08-20 15:34:22+00:00,The power went out at my casa and I didn’t get to straighten my hair 
138,2020-08-20 15:32:19+00:00,Why the power went out while I’m getting my haircut...I’m sitting here looking stupid 
139,2020-08-20 15:30:11+00:00,"I might not be streaming for next couple of days. We just got our power back which went out bc of the storm last night, but the internet is currently not working and we don’t have an ETA on when it’s back up, only WiFi I have is my 1 bar of 1mbs of 4G "
140,2020-08-20 15:25:03+00:00,"Can’t wait for RNC shitshow. GOP lineup Ted Nugent, Jon Voight, Roseanne Barr http://youtu.be/hl0hLA4B_HE, My Pillow guy, Scott Baio, James Woods, Diamond &amp; Silk, The guy and the Duck Dynasty guy to their convention. Oh wait! my power went out on 08/24/2020 "
141,2020-08-20 15:24:35+00:00,"(In order to test out my Stand’s power and speed, I had one of my servants fire a shotgun at me. As I went to catch the pellets... For a moment, it looked like everything had stopped. That’s when it all began.)"
142,2020-08-20 15:19:17+00:00,"0300, the morning I’m to start grad school: I wake up very sweaty, to find out that my power went out in southern AZ when it’s still 90 at 3 AM. Go to the kitchen to investigate, and find my shower leaking into my kitchen "
143,2020-08-20 15:15:32+00:00,my power went out.. but im back on again LOL 
144,2020-08-20 15:10:19+00:00,Power went out in my neighborhood 
145,2020-08-20 14:54:38+00:00,my power went out at 12. I will get good sleep tonight lol
146,2020-08-20 14:18:45+00:00,"Here in California, folks should be the second one. Gas pumps don't work during a power outage. Learned my lesson 20 years ago. I went to the movies, tank on E, planned to get gas afterwards, but the power went out during the movie (outage lasted 6-7 hours). Had to walk home."
147,2020-08-20 14:15:08+00:00,Rip to my og xbox power supply. It went out on me last night. Hopefully i can find a replacement by today or tomorrow. I got raids to do this weekend!
148,2020-09-04 21:22:03+00:00,"Action-packed gameplay, an original cinematic story, and iconic Super Heroes. Marvel's Avengers is available now on PS4, Xbox One, PC, and Stadia!"
149,2020-08-20 14:11:39+00:00,I REMEMBER MY THIRD GRADE CLASSROOM ONLY HAD ONE WINDOW AND THE POWER WENT OUT ONE DAY AND WE HAD TO WORK IN THE LIBRARY GSEHRGIUERGHU
150,2020-08-20 14:08:53+00:00,I definitely ordered a bunch of chipotle when my power went out wine + food + sleeping is the best way to pass the time in that sitch haha
151,2020-08-20 14:00:42+00:00,"[] If I don't reply as quickly as I normally do five things might have happened: Power went out, I fell asleep (taking a nap), I'm playing a game with friends, I'm doing college work, or I'm talking to my grandma at the moment"
152,2020-08-20 13:58:54+00:00,that power went out ln and my body went right with it sleeping hard af
153,2020-08-20 13:55:01+00:00,Sorry our power went out First impression:star wars fan Your nickname in my head:bab Closeness rating [1-10]:8 Do I like you:yes You are my:best friend Ever had a crush on you:imagine Should you post this too:you already did so no
154,2020-08-20 13:36:32+00:00,Yeah - it tells me it can’t even get connected to my router. Our power went out yesterday and now the router is not working. The lights somewhat come on and it won’t connect.
155,2020-08-20 13:35:35+00:00,Since my power went out I woke up sweating af and it reminded when I was at Vegas cuddled up with the homies 
156,2020-08-20 13:23:25+00:00,My power just went out and it's freezing Noooooo
157,2020-08-20 13:17:17+00:00,"I think...the power just went out. Either that, or i woke up in the middle of a power outage bc the clock on the stove is off, the wifi is off, and my lights arent turning on"
158,2020-08-20 13:09:52+00:00,MY TEACHERS POWER JUST WENT OUT AND A STUDENT IS TRYING TO TEACH THE CLASS HDKSHSKSHS
159,2020-08-20 12:59:29+00:00,My power went out and will be out till 1030......... im fine 
160,2020-08-20 12:51:37+00:00,I've been trying really hard to curb my local coffee chain drive thru habit lately but my power went out and I didn't make any coffee before it did so if there was ever a good excuse.....
161,2020-08-20 12:47:52+00:00,Thankful this morning for hotspot internet and that I got my coffee made before the power went out in the building! 
162,2020-08-20 12:47:09+00:00,Power went out for my son’s teacher today at Ramblewood Middle. Teacher continued class on the phone via MSFT Teams while directing students in Canvas course. So proud of the @browardschools teachers. #BCPSReopening #BCPSeLearning @danielgohl @CSemisch @DrFlem71 @rms_intern
163,2020-08-20 12:32:16+00:00,"I love my twins, but obviously common sense ain't common. The power went out in the neighborhood about 20 min. ago and I hear them in the other room fussing about their phone chargers not working. "
164,2020-08-20 12:09:41+00:00,Oh no my power went out while I was working 
165,2020-08-20 11:50:20+00:00,"My power???? Just randomly went out, then turned back on. I’m confused."
166,2020-08-20 11:37:09+00:00,ummmm my power went out and i tried to refresh my profile and it said couldnt load tweets i fr thought i got sniped and for what 
167,2020-08-20 11:34:22+00:00,"@ThreeUK Hey wanted to say thank you to Dave at Three in Hastings. I was camping, my phone was out of power and I needed a power bank to recharge, but nobody sold one precharged. He sold me a power bank and charged it up at the store while I went shopping. Dave saved the day! "
168,2020-08-20 11:19:57+00:00,"Keith Anderson, is aware of our plight as a disabled couple Scottish Power are failing in there duty of care to provide a power source that won't go out. Leaving my wife with a inability to get out bed or out of the house in an emergency . If the power went out. @SP_EnergyPeople"
169,2020-09-04 21:22:03+00:00,"Action-packed gameplay, an original cinematic story, and iconic Super Heroes. Marvel's Avengers is available now on PS4, Xbox One, PC, and Stadia!"
170,2020-08-20 11:15:44+00:00,i’m gonna be ia for most of today bc our power went out in the big storm we had and need to save my phone battery 
171,2020-08-20 11:01:04+00:00,So bit of bad news my power went out in my road last night it still back up today! The power company said it will be any point between 24 to 48 hours they guessed. So naturally this is going delay videos from me coming out this week. sorry guys!
172,2020-08-20 10:14:23+00:00,So i decided to watch 7x12 of #The100 after not watching since episode 3 and Ten minutes in the show the power went out. In my whole town.
173,2020-08-20 09:51:40+00:00,Wtf the power went out from the whole house but only my moms night stand outlet and the restroom outlet work!
174,2020-08-20 09:44:34+00:00,the power went out at my house last night cuz of the storm.. so of course the house alarm went off as well.. right outside my window for a good hour.. so i decided to sleep on the couch.. but the minute i got comfortable the alarm stopped.. im gonna punch somebody today i swear
175,2020-08-20 09:39:20+00:00,omg I don't think my power went out thank God 
176,2020-08-20 09:36:02+00:00,"I watched that Sharon Stone video thinking damn another actor going thru it who cares. Once it went political I bursted out laughing. Anyway, I can kill god and you can’t even comprehend my power."
177,2020-08-20 09:22:55+00:00,my fuckijg power went out its been doing this becuase its been constantly storming in my state for like about a week straight now i jate it hwre im literwlly afraid of tje dark and i am admitting that proudly
178,2020-08-20 09:20:22+00:00,i just woke up there was a big storm last night and my power went out so sorry for not texting back :[ i might try sleep some more since i havent slept much
179,2020-08-20 09:12:30+00:00,"Me too! Thankfully my power never went out, but they were telling us it could happen each day here and Im heat intolerant so it was just super super stressful waiting and watching the news daily. But could be much worse, definitely, im grateful it wasnt!"
180,2020-08-20 08:57:18+00:00,My power went out.... pain
181,2020-08-20 08:52:09+00:00,fuck oh my god the power just went out
182,2020-08-20 08:19:37+00:00,He needs to fuck you fucking losers lmao ban haHAA and my power went out I can I did you retarded.
183,2020-08-20 07:42:37+00:00,my fucking power just went out???
184,2020-08-20 07:33:09+00:00,The power went out so I’m using my armybomb as a light while a shower 
185,2020-08-20 07:11:14+00:00,"The power lines went out And I am all alone But I don't really care at all Not answering my phone All the games you played, the promises you made Couldn't finish what you started only darkness still remains"
186,2020-08-20 07:10:51+00:00,"my power went out AGAIN - , not me missing school for the 3rd day this week i- , i really hate it here"
187,2020-08-20 07:09:56+00:00,"The power lines went out And I am all alone But I don't really care at all Not answering my phone All the games you played, the promises you made Couldn't finish what you started only darkness still remains"
188,2020-08-20 07:04:30+00:00,my fucking power went out bruh
189,2020-08-20 07:03:59+00:00,Litterally power went out in like half of my town and the air smells like smoke and ash is falling everywhere 
190,2020-09-03 21:45:04+00:00,"""The stress of being a young person right now is so overwhelming"" #Clorox #ad"
191,2020-08-20 06:48:25+00:00,The power in my neighborhood went out for a few hours &amp; as soon as my phone hit 1% the power came back on. 
192,2020-08-20 06:42:02+00:00,Living in the suburbs sucks. My damn power just went out in my town 
193,2020-08-20 06:41:16+00:00,So my neighborhoods power went out and now we’re all gonna have to make miracles happen to sleep in this heat 
194,2020-08-20 06:38:16+00:00,my power just went out...not a good start to today xo
195,2020-08-20 06:32:03+00:00,My power went out and I can’t see a damn thing. Good thing because I was losing that Smash match ahahaha
196,2020-08-20 06:29:08+00:00,We had heard a boom that made us all jump few days ago but I didn't see anything online and thought maybe bomb work in AnZara. My daughter was on a chat and the person she was talking to heard it.. Power came back last night at sunset we got few hours then it went out again.
197,2020-08-20 06:26:08+00:00,I had one of my worst vs sessions today -100 198 points away from 6K some of the most garbage I have ever seen and my power went out making my internet shut off so -20 already god this recovery will be hard
198,2020-08-20 06:21:17+00:00,who did he put on the block cuz my stupid power went out and it didn’t let me see.
199,2020-08-20 06:17:24+00:00,My house alarm went off at 3am when the power went out so that was nice! Me and Jase just shot up in bed all bewildered 
200,2020-08-20 06:16:48+00:00,http://Twitch.tv/cam___k my power went out mid game on #DeadbyDaylight but had fun on stream #DBD #playingwithviewers check it out
201,2020-08-20 06:10:38+00:00,"Overall, a successful stream tonight despite of all the issues that came. Power went out, game kept crashing, &amp; Internet went down.. thank you guys for coming in sorry for my terrible voice but it was fun and I wouldn’t have sang if I was sober tbh"
202,2020-08-20 06:08:01+00:00,Dude i love it when my power went out during my offline any% run
203,2020-08-20 05:59:58+00:00,The power went out and I thought I had my eyes closed faded 
204,2020-08-20 05:59:01+00:00,The power went out and my phone is about to die :/
205,2020-08-20 05:58:41+00:00,power went out so now i am sleeping in my grandmas room because i am a pussy 
206,2020-08-20 05:57:47+00:00,Oh hell no the power went out on my block
207,2020-08-20 05:57:32+00:00,well my power went out 
208,2020-08-20 05:46:06+00:00,Power went out in my neighborhood instantly grab the strap 
209,2020-08-20 05:40:48+00:00,I’m mad cause I went home before check into my c school and I took out my ps4 and left the power cord so now it’s useles to get a tv
210,2020-08-20 05:40:28+00:00,Power went out &amp; my phone Finna die 
211,2020-08-18 19:48:57+00:00,How can you build stronger business continuity through fresh insights? Check out our guide:
212,2020-08-20 05:19:00+00:00,our power went out and my phones at 17% &gt;:///
213,2020-08-20 05:18:44+00:00,"We were watching the convention when our power went out, and @catgirl72 got her phone out and we watched with my mom as the room got darker and hotter in the August night. I believe this country can be better. Make a plan to vote. #BidenHarrisToSaveAmerica"
214,2020-08-20 05:15:51+00:00,Power went out between 1 and 6am too #StormEllen I just want to stay at home with my dog today
215,2020-08-20 05:10:58+00:00,"I read it when a hurricane was going over my city and the power went out and the wind was too loud for me to sleep. ""Good enough to distract me from a category 1 hurricane"", put that on the cover!"
216,2020-08-20 05:09:55+00:00,first night in my house and our entire streets power went out 
217,2020-08-20 05:05:36+00:00,"OMG thank you for sharing! My power went out and I missed it tonight. Thought I catch the repeat at midnight, but the dnc shit was played instead!"
218,2020-08-20 05:03:18+00:00,Beyond thankful my power hasn’t went out at all and we haven’t had to evacuate.
219,2020-08-20 04:58:47+00:00,Plz give me a update my power went out 
220,2020-08-20 04:31:40+00:00,"my power went out, time to eat all the icecream"
221,2020-08-20 04:30:12+00:00,RIP my power went out... fun stream 
222,2020-08-20 04:25:52+00:00,"Stay behind my shield* I have to start proof reading, but I panicked since my power went out//"
223,2020-08-20 04:13:32+00:00,my power went out as soon as i left for the store- its karma &lt;3
224,2020-08-20 04:03:47+00:00,can’t even make my mf tacos because the power went out
225,2020-08-20 04:01:52+00:00,Right before my shift ends my bro txts me that the power went out... 
226,2020-08-20 03:55:38+00:00,"That’s funny cause my power went out in Livermore about 4pm today..... And shocker- I didn’t get a text, email, or phone call......... but hey- good job for keeping everyone else’s power on cause they did good "
227,2020-08-20 03:47:13+00:00,My fkn power just went out for a minute.... for whyyyyyyy
228,2020-08-20 03:44:42+00:00,First my power went out at the middle of the night. It made doing everything a thousand times harder.
229,2020-08-20 03:41:27+00:00,my phone died and then power went out and now it's back on idk why tf there are thunderstorms happening in at the end summer but that plus the heat wave has been torture 
230,2020-08-20 03:41:19+00:00,"power went out on my block so im sitting in the dark with my phone on low power mode watching twitch highlights, eating chips &amp; sweating my ass off. could it get any better?"
231,2020-08-20 03:39:33+00:00,"*Me, desperately waiting to wash the bedsheets my cat peed on, stepping out into the hallway where all my neighbors are pissed cause the power went out for a minute. “So uh… you too huh?” *Grabs shirt collar and makes Charlie Callus noises."
232,2020-08-18 19:48:57+00:00,How can you build stronger business continuity through fresh insights? Check out our guide:
233,2020-08-20 03:34:54+00:00,Either the power went out or my printer detected a power surge
234,2020-08-20 03:33:02+00:00,my power went out while i was in the shower all the lights fucking turned off and my phone was in my bedroom so i had to finish showering and dry off and get dressed in pure darkness 
235,2020-08-20 03:29:54+00:00,my power just went out and my phone is at 14% 
