date,tweet
2020-08-10 23:49:04+00:00,"I know my coworkers was sick of me in that zoom meeting first my iPad died and my laptop was taking forever to log into the meeting, finally got into the meeting and my power went out lmaooo"
2020-08-10 23:48:47+00:00,my power went out bc the winds bruh a) it’s hot as the FUCK and b) I JUST WENT GROCERY SHOPPING AND ALL MY SHIT IS MELTING
2020-08-10 23:48:44+00:00,"Jus had a storm and all the power went out on the block.... my phone is on 9%, idk what to do"
2020-08-10 23:48:36+00:00,"As an artist, I am so thankful for my back up battery so I didn't lose any progress when my power went out "
2020-07-17 21:03:37+00:00,Renovating a bathroom doesn’t have to be a massive undertaking. #DiscoverPersonalLoans #ad https://www.realsimple.com/featured/ReviveABoringBathroomDiscoverPersonalLoans2020?sm_r=YABsRS
2020-08-10 23:47:23+00:00,Power went out I’m shitty &amp; my phone finna die 
2020-08-10 23:47:15+00:00,Hi so The power went out for me my phones alive because I didn’t use it today so that sucks for me reply if you lost power as well
2020-08-10 23:46:27+00:00,So my power just went out 
2020-08-10 23:46:23+00:00,...power is out...hope my sump doesn’t overflow. The power went out right away.
2020-08-10 23:46:13+00:00,i love that this was the last thing you guys saw before the power went out. koro was so pissed he took out my power! or did koro know the power was going to go and was pissed? 
2020-08-10 23:46:10+00:00,my power went out for a little bit and it scared the shit out of me
2020-08-10 23:45:49+00:00,The craziest thing just happened. The power just went out and I’m not to sure if it was just my house or if the same thing happened to my neighbors.
2020-08-10 23:45:38+00:00,hi someone talk to me pls my power went out again
2020-08-10 23:45:16+00:00,"Welp, my power just went out. "
2020-08-10 23:43:55+00:00,my power just went out then it turned back on
2020-08-10 23:43:47+00:00,"I turned on my playstation and the power went out right after, this was me the whole time "
2020-08-10 23:43:41+00:00,my power went out &amp; tik tok doesn’t work for me 
2020-08-10 23:42:53+00:00,okay but our power went out for a second and my brother started heading to my door immediately 
2020-08-10 23:42:07+00:00,The storm is heading through! Hunkering down in my bunker! Power briefly went out. #derecho
2020-08-10 23:42:05+00:00,My power just went out then it came back on
2020-08-10 23:41:34+00:00,"Aight who wanna go get struck by lightning, my power went out in the middle of cooking dinner im pissed"
2020-08-10 23:40:53+00:00,Congratulations my power went out too though.
2020-08-10 23:40:35+00:00,think what i miss most about the dorms was seeing the garfield “political power grows out of the barrel of a gun” meme on my friends’ door every time i went into their room
2020-08-10 23:39:59+00:00,My power went out
2020-08-10 23:39:46+00:00,My waffle iron was working hard. I could almost smell the cinnamon waffles. Then the power went out.
2020-08-28 23:20:42+00:00,"Team up or fly solo, master extraordinary abilities, and defend the Earth from escalating threats. Marvel's Avengers is available now on PS4, Xbox One, PC, and Stadia!"
2020-08-10 23:39:43+00:00,i love how it’s storming really badly in the midwest rn and my mom’s first instinct after the power went out was to EAT A FUCKING CUPCAKE.
2020-08-10 23:39:19+00:00,Good but the power just went out and my phone is at 1% 
2020-08-10 23:38:51+00:00,|| My power just went out 
2020-08-10 23:38:50+00:00,My power went out 3 times today. Holy fuck
2020-08-10 23:37:34+00:00,Not sixty seconds after I posted about the stream going down my power went out lmao so stream may not happen 
2020-08-10 23:37:27+00:00,the power went out and theres branches all over my front and backyard. not a good day 
2020-08-10 23:37:15+00:00,My power went out yesterday for almost a hour
2020-08-10 23:35:45+00:00,"Convinced he’s in the Russian mafia by how he talks and the way he’s been threatening me, have to watch over two high schoolers that were hired to make sure they feel safe at the store, and tomorrow going in and clean up after the power went out bc we stayed open on my day off"
2020-08-10 23:35:42+00:00,Love this okay my power went out so if I'm double posting forgive me. Dallas 
2020-08-10 23:35:33+00:00,My power went out about 5 mins ago but for some reason the condos across our main entrance drive still have power? Wtf
2020-08-10 23:35:32+00:00,My mom asked if my power was back on. I told her no. Her response? “Oh I’m so glad mine never went out” 
2020-08-10 23:34:31+00:00,Aaand my power just went out
2020-08-10 23:33:56+00:00,Hey everybody the power just went out and my phone is about to die so I won’t be posting or responding for a bit
2020-08-10 23:33:53+00:00,Soooo I brought work home and now my power just went out. 100% sure that is my sign to step away and pour a glass of wine. Wine in the dark..how romantic! #HappyMonday
2020-08-10 23:33:18+00:00,My power went out while my food was in the microwave 
2020-08-10 23:32:02+00:00,My power went out right as i was about to make me something to eat 
2020-08-10 23:31:37+00:00,My power went out for like a second
2020-08-10 23:30:34+00:00,SAME my power went out earlier
2020-08-10 23:30:30+00:00,Oh no all the power just went in and out on my ass ... 
2020-08-10 23:30:11+00:00,My primal instinct was to drink high abv beers right when the power went out
2020-09-04 21:22:03+00:00,"Action-packed gameplay, an original cinematic story, and iconic Super Heroes. Marvel's Avengers is available now on PS4, Xbox One, PC, and Stadia!"
2020-08-10 23:29:14+00:00,"About 2 hours ago there was heavy rain with hail and even the power went out, once it calmed down I look outside the window and see the tree outside my house fell, it didn't caused any damaged and luckily it didn't blocked the entrance either. "
2020-08-10 23:28:41+00:00,"Oof today was such a fail. Went to get my COVID test so I can go up north with family next week, and was in line when the storm hit. Then went up to my parents where I’ll be quarantining until next week aaaaand they’re out of power. And I have a full 9hrs of meetings tomorrow "
2020-08-10 23:28:18+00:00,Aaaannnddd my power went out. And it never goes out 
2020-08-10 23:28:12+00:00,Went over to Theo's house to clean up trees and branches. I made 22 dollars. That storm rocked my community and I'm still w/out power.
2020-08-10 23:28:11+00:00,yeah my power went out 
2020-08-10 23:27:46+00:00,My power went out right in the midst of a fb argument between me and cuz
2020-08-10 23:27:32+00:00,I was in the midst of seasoning my steaks then boom.. power went out 
2020-08-10 23:27:17+00:00,@piccmeeprizes I don't know if I can make it tonight because the power went out a while ago and isn't expected to come back on till morning! So no charging my phone 
2020-08-10 23:27:13+00:00,"i’m okay! our power went out for like 10 minutes and it was really windy outside but there’s no downed trees by my house and there’s no bad flooding so we were really lucky, thank u guys for ur thoughts "
2020-08-10 23:26:28+00:00,"No tornade watch here, but we're having a massive rainstorm and the power just went out! God bless my candle hoarding."
2020-08-10 23:25:49+00:00,First time the power went out and not my street 
2020-08-10 23:25:42+00:00,Ain’t this a bitch i just went grocery shopping and my power went out 
2020-08-10 23:25:24+00:00,Apparently the power went out for a few hours and I slept right through it all...my naps saved me
2020-08-10 23:22:40+00:00,The power went out for my entire team so I was left doing everything the last 2 hours 
2020-08-10 23:22:29+00:00,So my power went out
2020-08-10 23:21:43+00:00,my power just went out too. what state u live in?
2020-08-10 23:21:40+00:00,my power just went out UHH
2020-08-10 23:21:19+00:00,my power went out earlier and caused me to run late for work. I just got ready real quick and ran out the door. showed up to the wrong hospital 
2020-08-10 23:20:15+00:00,"I was taking a nap with the fan on, and the power went out. I woke up and thought my roommates turned the heat up, I was about to turn that junk down as low as it would go "
2020-08-10 23:19:59+00:00,Wow glad you're safe. Power went out on my whole street
2020-09-04 21:22:03+00:00,"Action-packed gameplay, an original cinematic story, and iconic Super Heroes. Marvel's Avengers is available now on PS4, Xbox One, PC, and Stadia!"
2020-08-10 23:18:56+00:00,What? My lights are flickering and dogs hiding from the storms. 4th day in a row. Power went out yesterday for a couple hours.
2020-08-10 23:18:37+00:00,LMAOOO my neighborhoods power went out and our tree was about to fall
2020-08-10 23:18:22+00:00,Lol bro. My power beats went out after a month of use . Never again. Lost a customer today. Ain’t no way.
2020-08-10 23:18:12+00:00,theres a rly bad thunderstorm and the power went out so i just spent so long calming my pets down and it felt so nice to see their moods change
2020-08-10 23:17:13+00:00,Power went out again . Can’t lie. It’s kinda peaceful. Just wish my phone was charged more.
2020-08-10 23:17:08+00:00,My power just went out and I want pizza. Life is hard. 
2020-08-10 23:17:08+00:00,our power went out and my phone is on 6%... awesome
2020-08-10 23:16:14+00:00,MY POWER JUST WENT OUT AND CAME BACK ON ???????
2020-08-10 23:14:32+00:00,Lol my power just went out. Be back momentarily
2020-08-10 23:13:03+00:00,"hey babes, power went out here in my area thanks to this severe thunderstorm so im pretty much relying on my mobile data for internet :)"
2020-08-10 23:12:47+00:00,"My power went out, it’s been 2 hours "
2020-08-10 23:12:45+00:00,"hey homies it’s storming pretty bad here and my power just went out for a quick sec and my phone is at 12% so if i stop tweeting then,,, my phone died and i can’t charge it"
2020-08-10 23:12:28+00:00,My power deadass went out right before I went love lmao. It's back but I'mma need a minute ;;
2020-08-10 23:12:25+00:00,Power went out twice. My phone and my portable charger... 
2020-08-10 23:11:54+00:00,BRUH MY POWER WENT OUT AND THE CHIKEN WASNT DONE NOOO
2020-08-10 23:11:14+00:00,my power went out 
2020-08-10 23:11:11+00:00,"My power has been out for almost 6 hours. Phone service was out for several hours, and I got locked out for 20 minutes when I went to check the mail. Meh, could be worse. I could work for Mid American or Mediacom right now."
2020-08-10 23:10:43+00:00,aw dang.. the power went out in my house for a second but it came back on sjsjsj
2020-08-10 23:10:39+00:00,who’s dick do i have to suck at eversource hq to get power back on like COME ON it’s hot out and my dog is stressed out and overheating and all the shit in my fridge went bad
2020-08-10 23:10:27+00:00,Probably No Bills For Me Tonight :( My Power Has Already Almost Went Out Twice 
2020-09-04 21:22:03+00:00,"Action-packed gameplay, an original cinematic story, and iconic Super Heroes. Marvel's Avengers is available now on PS4, Xbox One, PC, and Stadia!"
2020-08-10 23:09:30+00:00,Power went out but I’m choosing to run my phone dead instead of reading.
2020-08-10 23:09:19+00:00,Oh good. My power went out. Awesome. Right as I was in the middle of doing shit.
2020-08-10 23:09:12+00:00,this storm was actual nuts. my power went out about 5 times lmao tornado sirens were going off for an hour and a half too
2020-08-10 23:09:07+00:00,"I *think* the worst of it is out of my area, but will there be more behind it is the question. Haven't lost power yet. I am honestly surprised it did not go out as the worst of the line went through. "
2020-08-10 23:08:35+00:00,Power never went out but internet did a few hours after the storm gradually moved on. Wifi has yet to be restored 6 days later in my area and I have sent a DM already. Please look into this matter.
2020-08-10 23:07:51+00:00,Power went out in the middle of my apex match
2020-08-10 23:07:43+00:00,my power went out but came back on.... please 
2020-08-10 23:07:41+00:00,"Sorry that my stream got cut short, my power just went out."
2020-08-10 23:07:29+00:00,"I can just barely afford to pay my rent, car payment, car ins., phone bill, &amp; groceries. Doesn’t help that I had no power for 4.5 days and had to re-buy everything I bought 2 days before the power went out. Thankfully my student loan payment is on hold... for now "
2020-08-10 23:07:01+00:00,I pulled out a generator ran cords to my panel so I’d have power when it went out. And I lost power for a total of 5 min.
2020-08-10 23:06:58+00:00,My power went out just as Plotina opened her mouth and I just lost my mind. (Everything is rebooting now.) #HadrianWatchParty
2020-08-10 23:06:58+00:00,First time in forever that my power went out whilr the sun was still up. Ive just been chilling laying down while the blinds are open and just kinda forgor i didnt have power
2020-08-10 23:06:55+00:00,my power went out in the middle of a fucking comp game
2020-08-10 23:05:33+00:00,So it’s storming and my power went out
2020-08-10 23:05:16+00:00,i told the storm it would be rlly sexy of it if my power went out and i got out of work an hour early and 
2020-08-10 23:05:12+00:00,You're lucky my power went out when it did because you were about to feel the full force of my fury.
2020-08-10 23:05:07+00:00,ignore how messy my desk is but damn the fuckin power went out so im living like im in the middle ages 
2020-08-10 23:04:43+00:00,Power went out at dq. God has answered my prayers #letmegohome
2020-08-10 23:04:00+00:00,"What a day...100mph straight line winds went through my half of my state and my town got pummeled . I was pretty fortunate, not too horrible. Power is out and will most likely be out for a while."
2020-08-10 23:03:59+00:00,Me and my sister were filming a video and then the power went out so that was cool
2020-07-17 21:03:37+00:00,Renovating a bathroom doesn’t have to be a massive undertaking. #DiscoverPersonalLoans #ad https://www.realsimple.com/featured/ReviveABoringBathroomDiscoverPersonalLoans2020?sm_r=YABsRS
2020-08-10 23:03:52+00:00,no way my power jus went out
2020-08-10 23:03:50+00:00,Who crib can I warm dese chicken wings up at all my power went out n I’m hungry asl 
2020-08-10 23:02:03+00:00,"Jesus, You guys are crazy.... Thank You so much for insane support tonight My power went out 'cause of thunderstorm, but i will be back tomorrow! :3 @GibsandPieces TY for tha big host! :))"
2020-08-10 23:00:47+00:00,"Ah great, my power went out the night I decide to start uploading again I guess I'll start tomorrow, I have a few sketches piled up"
2020-08-10 22:59:58+00:00,"On Tuesday, I had to cancel my clinic bc I couldn't make it - every route possible was blocked by flood waters and downed trees. Once I finally got home (after having to drive my car in reverse for 0.5mi to get away from flooding), power went out 10 min later, so no video visits."
2020-08-10 22:59:56+00:00,IKYFL my power just went out and I just went grocery shopping freezer full of shit wtf
2020-08-10 22:59:15+00:00,My power just went out 
2020-08-10 22:59:14+00:00,"Damn it, only got my phone to 70% before my power went out."
2020-08-10 22:57:06+00:00,my power went out.... bc of a big storm.... right as i was about to leave for a goodbye party..... now my parents dont want me to go...... tragic times.....
2020-08-10 22:56:42+00:00,I went to play my Switch but it is completely out of power and needs to charge. :(((
2020-08-10 22:55:37+00:00,@ComEd help! My power went out. It's been off for about 3 hours!!
2020-08-10 22:54:17+00:00,Power went out right when I put my food in the oven 
2020-08-10 22:54:01+00:00,Well my power just went out 
2020-08-10 22:53:57+00:00,help my power went out about an hour ago and i’m bored. i’ve already beat my meat somebody give me another suggestion
2020-08-10 22:53:52+00:00,From when the power went out. I moved my stuff to coolers and poured ice on them about 2 hours ago
2020-08-10 22:53:42+00:00,Power just went out at my job and I have to be here for 4 more hours 
2020-08-10 22:53:26+00:00,power went out 3 hours ago and I just took a shower in the dark. I’ve slept took some naps and my power is still out
2020-08-10 22:53:23+00:00,Power just went out at my house and the neighborhood...but I got my supplies @HoodHealer
2020-08-10 22:52:57+00:00,Dude my power went out luckily it's back 
2020-08-10 22:52:28+00:00,"Nothing much, we had a hurricane where I live and the power went out so I had to stay with grandparents. But I’m finally back home and I missed my bed so I’m laying on it and never leaving "
2020-09-04 21:22:03+00:00,"Action-packed gameplay, an original cinematic story, and iconic Super Heroes. Marvel's Avengers is available now on PS4, Xbox One, PC, and Stadia!"
2020-08-10 22:50:59+00:00,the power went out at my dads and it’s been two hours 
2020-08-10 22:50:48+00:00,MY POWER WENT OUT CAME BACK WENT OUT AGAIN CAME BACK AGAIN SND THEN DIED ALL IN 20 SECONDS HELO ME
2020-08-10 22:50:29+00:00,it literally came out of nowhere. It was sunny asl and then outta nowhere my power went out 
2020-08-10 22:49:58+00:00,"my power went out as well and I also got tornado warnings, stay safe factszy "
2020-08-10 22:49:36+00:00,In the end it took me 2 hrs to eat and i got so sick and my hands so sticky i couldnt draw And now ive recovered the power went out while i was drawing Lovely
2020-08-10 22:49:22+00:00,"Power went out, and tornado warnings on the way. If my document didn’t save of the notes I have been taking since 3 est, you will see a pissed off Factszy."
2020-08-10 22:48:46+00:00,My power went out for 45 min I was bored outta my mind
2020-08-10 22:48:38+00:00,It would be lit if my job power went out and I could go home wishful thinking
2020-08-10 22:47:31+00:00,hi idk if this is gonna send bc power went out but i want my power to turn back on RIGHT NOW! so i can continue naruto rewatch
2020-08-10 22:46:52+00:00,My power just went out so the stream will be delayed :(
2020-08-10 22:46:06+00:00,That shit started as soon as i was pylo pulling my truck into work. Then instantly we seen some lighting hit a power line &amp; all our power went out 
2020-08-10 22:45:55+00:00,And my power just went out
2020-08-10 22:44:59+00:00,"My power went out, so I opened a bottle of wine It is the 1st day of orientation"
2020-08-10 22:44:48+00:00,The power in my whole city just went out
2020-08-10 22:44:47+00:00,Thank you! My power went back on but it’s horrendous out side
2020-08-10 22:44:46+00:00,Aw shit. Whe. #cheeto started turning the press conf into campaign misinformation my TV went dark. For a sec I thought #cnn had the balls to censor him. Turns out my power cord just got tripped #HellToupee #TrumpIsANationalDisgrace
2020-08-10 22:43:55+00:00,me cuz my power went out
2020-08-10 22:43:48+00:00,Bloody power went out earlier today and i lost a bit of progress on some of my works. but on the bright side i got some bonkles in the mail today.
2020-08-10 22:43:18+00:00,I plugged my phone in to charge and the power went out 2 minutes after that smh
2020-08-10 22:43:05+00:00,"My power went out during my stream again. It's okay, I'll continue tomorrow. Deep down, I had some fun!"
2020-09-04 21:22:03+00:00,"Action-packed gameplay, an original cinematic story, and iconic Super Heroes. Marvel's Avengers is available now on PS4, Xbox One, PC, and Stadia!"
2020-08-10 22:42:37+00:00,The power in my neighborhood went out from a car accident and now there is hella storms. Big bet imma have to completely replace the good in my fridge and freezer tomorrow 
2020-08-10 22:41:07+00:00,I’m so sad my power went out. My power NEVER goes out during storms
2020-08-10 22:40:26+00:00,nothing now since my power went out 
2020-08-10 22:39:04+00:00,bruhhhh my power went out
2020-08-10 22:38:19+00:00,I mean I don’t have power and there’s a lot of debris but it could have been worse. My dad gave me a heads up and 15 minutes later my lights went out lol. I think the further north the worse it is. (I’m more east central Illinois.)
2020-08-10 22:38:17+00:00,"Crazy storm here today. Power went out, trees down all around the place. One missed my car by about 18 inches. Internet still out Something about these Iowa storms leaves you almost traumatized."
2020-08-10 22:37:58+00:00,Power went out in my area and got me sitting here trying to think back to wtf I used to do as a teenager when I was grounded with no electronic privileges 
2020-08-10 22:34:15+00:00,YOOO MY WHOLE NEIGHBORHOODS POWER WENT OUT AT ONE TIME IT WAS A WALL OF WIND AT 85+ MPH LOLL
2020-08-10 22:33:38+00:00,my power went out in may and i just now fixed the time on my stove 
2020-08-10 22:33:35+00:00,My power went out and I got groceries today! 
2020-08-10 22:33:11+00:00,Bcuz my whole building power definitely went out 
2020-08-10 22:31:42+00:00,Power went out mid me getting my order at Sushi Ai 
2020-08-10 22:31:39+00:00,NOT THE NIGHT MY POWER WENT OUT????? 
2020-08-10 22:31:11+00:00,My power went out for a couple of minutes. Now my TV is frozen on Spectrum News. The remote turns it on and off but that’s all. I can’t listen to that lying blowhard for another minute so I guess no TV .
2020-08-10 22:29:24+00:00,MY POWER JUST WENT OUT!! I'll be back on as soon as possible
2020-08-10 22:29:21+00:00,i was supposed to be in a google commercial today but instead i got stung by a wasp while moving a tree that fell down in the storm and my power went out 
2020-08-10 22:29:01+00:00,"Holy shit my internet is crap right now! My power went out around 3:30 and came back on an hour later and we went to eat out for the first time in months, and got stuck in a storm. How have ya'll's day been?"
2020-08-10 22:28:14+00:00,"Today has been awful. My power went out 4 hours ago and still is out for not only me but for my whole neighborhood. I really hope it comes back soon, currently in my dads car to charge my phone"
2020-08-10 22:27:49+00:00,"today my: - power went out while working on ads - they announced no big 10 football - AUNTIE ANNES CLOSED a big fuck you to you too, monday"
2020-08-10 22:27:26+00:00,I can’t believe the power just went out at my job
2020-09-04 21:22:03+00:00,"Action-packed gameplay, an original cinematic story, and iconic Super Heroes. Marvel's Avengers is available now on PS4, Xbox One, PC, and Stadia!"
2020-08-10 22:27:10+00:00,My power went out
2020-08-10 22:27:05+00:00,Power went out at 6:26 &amp; my phone ain’t even at 50% 
2020-08-10 22:27:00+00:00,The power went out at work but the joke is on me because I had already finished my tasks
2020-08-10 22:26:51+00:00,My power went out and I don’t think I have service on my phone. If y’all see this please send a messenger pigeon so I can communicate with y’all.
2020-08-10 22:25:29+00:00,"My power went out 6 minutes after the winds started, then about 10 mins after they started, they stopped, and it’s been calm and quiet since, just without power."
2020-08-10 22:25:06+00:00,"Luckily it’s all passed and the sun is even shining, I just need my power back on! Went out with my roommate to investigate and there’s so many trees that knocked down wires and even poles themselves, so it’s going to be a while. I’m in Des Moines and that the #of homes out "
2020-08-10 22:23:58+00:00,Drove all the way thru the storm just get home and find out my power went out 
2020-08-10 22:23:12+00:00,"The power in my store went entirely out -- no generator, no backup lights no nothin for a whole hour. My coworkers did tik tok dances in the aisles and I went to put all the cold groceries in the cooler which was pitch black in the back room bc my coworkers were all pussies "
2020-08-10 22:21:25+00:00,They told be on my phone they were coming Tuesday after changing it 5 times they came yesterday and power is on. But we booked 3 days at hotel spent two nights there now home today keeping it on hold in case it goes out the money this has coast us I could of went on a sm vacay
2020-08-10 22:20:18+00:00,Tornado happened but I'm doing alright. Power went out but I did a big brain tactic and used my school laptop to charge my phone.
2020-08-10 22:19:43+00:00,Ohhhh my God I am losing it I almost lost this storyboard file I've been working on for the SECOND time today because the power just went out and my work laptop has some weird local file sync issue (which is how I lost the file this morning and had to start over)
2020-08-10 22:18:44+00:00,shout out to charging my work laptop before the power went out so i can use it to charge our cell phones. productive work day.
2020-08-10 22:18:24+00:00,"Power went out in the neighborhood AITA for running my gas powered generator, possibly all night?"
2020-08-10 22:17:43+00:00,lmfao my power went out too
2020-08-10 22:17:22+00:00,my fucking POWER WENT OUT MY PHONE IS AT 9% HELLO H ELLO THE WINDS ARE SO STRONG LOL LOL LOL
2020-08-10 22:16:58+00:00,My team &amp; I have spoken to 200+ constituents who have been without power for 6 days in a heat wave. This is dangerously unacceptable. District 34 deserves answers from @ConEdison. We need public hearings on the matter to find out what went so wrong and build long-term solutions.
2020-08-10 22:16:39+00:00,Y’all I moved to Phoenix when I was SEVEN these are early childhood memories that have apparently really stuck with me because let me tell you how fast I went from fine to totally panicked when the power in my building went out and the trees outside my building stopped moving.
2020-08-10 22:16:20+00:00,My mom and I were checking out at home goods and the power went out!! That was about an hour ago but still safe out there y’all! The wind/hail/rain mixture ain’t a joke 
2020-08-10 22:15:54+00:00,damn sorry for the short stream my power went out we had 100 mph winds and tornado warnings in Chicago 
2020-08-10 22:14:45+00:00,"In my defense, the power went out and I had shampoo in my eyes lol"
2020-09-04 21:22:03+00:00,"Action-packed gameplay, an original cinematic story, and iconic Super Heroes. Marvel's Avengers is available now on PS4, Xbox One, PC, and Stadia!"
2020-08-10 22:13:49+00:00,I need that especially for my sump pump! My basement flooded last time the power went out 
2020-08-10 22:13:40+00:00,"Power went out, turned back on, now my game won’t let me play and is saying i’m offline when i’m not :) all during the rival quals"
2020-08-10 22:13:36+00:00,Power went out my rooms in the basement so I can’t see anything 
2020-08-10 22:13:11+00:00,Was finally getting further in a solo five mask on my Warrior. Made it through to the final area. Power went out. I give up. #worldofwarcraft #nzoth
2020-08-10 22:13:10+00:00,I missed the first half of the game as my power went out. Didn’t like what I saw from the third line and Willy wasn’t effective from what I saw. Outcome may have been better if lines were left as is and then if behind put the big three together. Just my thgts.
2020-08-10 22:12:35+00:00,"The power went out... my phone is at 36%, my psp is basically dead, my ds will probably die soon... tf am i supposed to do???? read a book??? "
2020-08-10 22:12:11+00:00,oh my gosh!!! well im glad you werent parked there ...there were some areas where it got super dark and reallt strong winds that they had the tornado sirens going on...the power went out at my kids' dads and he lives like an hour away from iowa
2020-08-10 22:11:26+00:00,pov you are my therapist and i am using zoom on my phone because my power went out exactly one minute before our session started 
2020-08-10 22:10:59+00:00,"tw// anxiety , thunderstorms ? so the power went out and the storm is most likely turning into a tornado idk what to do but i can feel my panic attack coming so i’m tryingf to stay calm. ifk even know why i’m tweeting now"
2020-08-10 22:10:32+00:00,My power went out as I was carving a monster ._.
2020-08-10 22:09:40+00:00,"Me yelling at my dad for throwing out my artisanal bread while also trying to save my cheese bc the power went out right after a tornado warning, maybe in retrospect wasn’t the best time."
2020-08-10 22:09:27+00:00,"Tropical storm #isaias came and went quickly, but it left a last impression with hundreds of thousands out of power and scenes like this. (Note: not my house, just happened by it) @New York, New York https://www.instagram.com/p/CDuZti7J0Mq/?igshid=t6lc6iplknvo"
2020-08-10 22:09:08+00:00,it’s so fuckin hot in my house rn since the power went out
2020-08-10 22:08:51+00:00,@ash_kaashh are you ok ik that tornado warning jus came thru i was so scared my power went out but my power of believing in my prayers for you didn’t. i hope all is good and you’re safe. hmu if you need anything
2020-08-10 22:08:33+00:00,Ain’t look like it lmao. I was watching the game before my power went out
2020-08-10 22:08:24+00:00,THE POWER WENT OUT AT MY HOUSE HELP
2020-08-10 22:08:17+00:00,Ye my power went out about 39 mins ago
2020-08-10 22:06:10+00:00,"Well shit, my power just went out again. "
2020-08-10 22:05:43+00:00,"As if today couldn't get nuttier, I went and moved my car to the parking structure next to my work literally 2 minutes before the bad part of the storm rolled in. Just as I parked it, the power went out in the structure and my workplace and it was a total downpour."
2020-08-10 22:05:40+00:00,I was there until my power went out
2020-07-17 21:03:37+00:00,Renovating a bathroom doesn’t have to be a massive undertaking. #DiscoverPersonalLoans #ad https://www.realsimple.com/featured/ReviveABoringBathroomDiscoverPersonalLoans2020?sm_r=YABsRS
2020-08-10 22:04:51+00:00,Power went out Nd my phone finna die 
2020-08-10 22:04:05+00:00,@tayloreguiTV Yo you alright? My whole blocks power just went out and the weather warnings went crazy a bit ago
2020-08-10 22:03:00+00:00,"if i'm not responding on discord or tumblr, it's because my connection is very hit or miss rn ;;; i have no power atm since i'm in the Illinois area where that 100 mph wind storm went through, so electricity is out and even cell wifi is spotty :(("
2020-08-10 22:02:46+00:00,My works power went out so I left and hour early :)
2020-08-10 22:02:35+00:00,Andddddd my power went out RIP
2020-08-10 22:02:00+00:00,shit my power went out
2020-08-10 22:00:56+00:00,haha my power just went out 3 consecutive times in 30 minutes
2020-08-10 22:00:32+00:00,well my power just went out. sweet.
2020-08-10 22:00:09+00:00,my power went out again AS i was making mac&amp;cheese today 
2020-08-10 22:00:05+00:00,Power and internet went out for a tiny bit but I'm back! I hope it doesn't go out again cause I just reset all my clocks.
2020-08-10 21:58:41+00:00,It’s literally a sunny day and my power went out... wtf
2020-08-10 21:58:26+00:00,I’m Okay Everyone! It was a severe thunderstorm warning and my power went out for a split second but i’m fine
2020-08-10 21:57:10+00:00,My power went out due to the wicked winds rolling through the area. Stream status unknown.
2020-08-10 21:56:26+00:00,why is my building the only power that went out -__-
2020-08-10 21:56:17+00:00,our power went out for a few minutes bc a tornados coming and i asked my mom if the washing machine will still work and now she’s calling my whole family to clown me i came here for a good time tbh
2020-08-10 21:54:42+00:00,the power went out in my city and target is still open. nobody is looting and the store is functioning well. I hate it here. 
2020-08-10 21:53:31+00:00,Power went out because of the ternader and my laundry was halfway done 
2020-08-10 21:53:04+00:00,Same storm rolled through here a couple hours ago. I was just trying to snap a breakout pass in EASHL and the power went out and next thing I know it sounds like my apartment is gonna get relocated to another state
2020-08-10 21:52:20+00:00,my power went out BUT i found my skip it (which lights up) so u best believe i’m playing skip it in the dark
